sku,_attribute_set,_type,_product_websites,_root_category,_category,name,price,special_price,status,visibility,tax_class_id,weight,description,short_description,qty,is_in_stock,color,size,fit,material,_media_image,image,small_image,thumbnail,url_key,_super_products_sku,_super_attribute_code,_super_attribute_option
M-LINEN-SHIRT-BLUE-LIGHT,Fashion,simple,fashion,Fashion,,Ashford linen camp shirt Blue Light,85,,1,1,2,1,"A washed linen shirt with a one-piece collar. Roll the sleeves, forget the iron.",A washed linen shirt with a one-piece collar.,14,1,Blue Light,,Regular,Linen,m-linen-shirt-blue-light.webp,m-linen-shirt-blue-light.webp,m-linen-shirt-blue-light.webp,m-linen-shirt-blue-light.webp,ashford-linen-camp-shirt-blue-light,,,
M-LINEN-SHIRT-KHAKI,Fashion,simple,fashion,Fashion,,Ashford linen camp shirt Khaki,85,,1,1,2,1,"A washed linen shirt with a one-piece collar. Roll the sleeves, forget the iron.",A washed linen shirt with a one-piece collar.,43,1,Khaki,,Regular,Linen,m-linen-shirt-khaki.webp,m-linen-shirt-khaki.webp,m-linen-shirt-khaki.webp,m-linen-shirt-khaki.webp,ashford-linen-camp-shirt-khaki,,,
M-LINEN-SHIRT,Fashion,configurable,fashion,Fashion,Men/Shirts,Ashford linen camp shirt,85,,1,4,2,1,"A washed linen shirt with a one-piece collar. Roll the sleeves, forget the iron.",A washed linen shirt with a one-piece collar.,0,1,,,Regular,Linen,m-linen-shirt-white.webp,m-linen-shirt-white.webp,m-linen-shirt-white.webp,m-linen-shirt-white.webp,ashford-linen-camp-shirt,M-LINEN-SHIRT-WHITE,color,White
,,,,,,,,,,,,,,,,,,,,,,,,,,M-LINEN-SHIRT-BLUE-LIGHT,color,Blue Light
,,,,,,,,,,,,,,,,,,,,,,,,,,M-LINEN-SHIRT-KHAKI,color,Khaki
M-OXFORD-SHIRT-WHITE,Fashion,simple,fashion,Fashion,,Halden oxford shirt White,79,,1,1,2,1,"A button-down oxford in brushed organic cotton, cut slim through the body.","A button-down oxford in brushed organic cotton, cut slim through the body..",12,1,White,,Slim,Cotton,m-oxford-shirt-white.webp,m-oxford-shirt-white.webp,m-oxford-shirt-white.webp,m-oxford-shirt-white.webp,halden-oxford-shirt-white,,,
M-OXFORD-SHIRT-BLUE,Fashion,simple,fashion,Fashion,,Halden oxford shirt Blue,79,,1,1,2,1,"A button-down oxford in brushed organic cotton, cut slim through the body.","A button-down oxford in brushed organic cotton, cut slim through the body..",44,1,Blue,,Slim,Cotton,m-oxford-shirt-blue.webp,m-oxford-shirt-blue.webp,m-oxford-shirt-blue.webp,m-oxford-shirt-blue.webp,halden-oxford-shirt-blue,,,
M-OXFORD-SHIRT,Fashion,configurable,fashion,Fashion,Men/Shirts,Halden oxford shirt,79,,1,4,2,1,"A button-down oxford in brushed organic cotton, cut slim through the body.","A button-down oxford in brushed organic cotton, cut slim through the body..",0,1,,,Slim,Cotton,m-oxford-shirt-white.webp,m-oxford-shirt-white.webp,m-oxford-shirt-white.webp,m-oxford-shirt-white.webp,halden-oxford-shirt,M-OXFORD-SHIRT-WHITE,color,White
,,,,,,,,,,,,,,,,,,,,,,,,,,M-OXFORD-SHIRT-BLUE,color,Blue
M-CAMP-SHIRT-S,Fashion,simple,fashion,Fashion,,Bruma Sol camp shirt S,75,,1,1,2,1,"A short-sleeved camp collar shirt in a woven cotton, with a straight hem.","A short-sleeved camp collar shirt in a woven cotton, with a straight hem..",47,1,,S,Relaxed,Cotton,m-camp-shirt.webp,m-camp-shirt.webp,m-camp-shirt.webp,m-camp-shirt.webp,bruma-sol-camp-shirt-s,,,
M-CAMP-SHIRT-M,Fashion,simple,fashion,Fashion,,Bruma Sol camp shirt M,75,,1,1,2,1,"A short-sleeved camp collar shirt in a woven cotton, with a straight hem.","A short-sleeved camp collar shirt in a woven cotton, with a straight hem..",21,1,,M,Relaxed,Cotton,m-camp-shirt.webp,m-camp-shirt.webp,m-camp-shirt.webp,m-camp-shirt.webp,bruma-sol-camp-shirt-m,,,
M-CAMP-SHIRT-L,Fashion,simple,fashion,Fashion,,Bruma Sol camp shirt L,75,,1,1,2,1,"A short-sleeved camp collar shirt in a woven cotton, with a straight hem.","A short-sleeved camp collar shirt in a woven cotton, with a straight hem..",39,1,,L,Relaxed,Cotton,m-camp-shirt.webp,m-camp-shirt.webp,m-camp-shirt.webp,m-camp-shirt.webp,bruma-sol-camp-shirt-l,,,
M-CAMP-SHIRT-XL,Fashion,simple,fashion,Fashion,,Bruma Sol camp shirt XL,75,,1,1,2,1,"A short-sleeved camp collar shirt in a woven cotton, with a straight hem.","A short-sleeved camp collar shirt in a woven cotton, with a straight hem..",51,1,,XL,Relaxed,Cotton,m-camp-shirt.webp,m-camp-shirt.webp,m-camp-shirt.webp,m-camp-shirt.webp,bruma-sol-camp-shirt-xl,,,
M-CAMP-SHIRT,Fashion,configurable,fashion,Fashion,Men/Shirts,Bruma Sol camp shirt,75,,1,4,2,1,"A short-sleeved camp collar shirt in a woven cotton, with a straight hem.","A short-sleeved camp collar shirt in a woven cotton, with a straight hem..",0,1,,,Relaxed,Cotton,m-camp-shirt.webp,m-camp-shirt.webp,m-camp-shirt.webp,m-camp-shirt.webp,bruma-sol-camp-shirt,M-CAMP-SHIRT-S,size,S
,,,,,,,,,,,,,,,,,,,,,,,,,,M-CAMP-SHIRT-M,size,M
,,,,,,,,,,,,,,,,,,,,,,,,,,M-CAMP-SHIRT-L,size,L
,,,,,,,,,,,,,,,,,,,,,,,,,,M-CAMP-SHIRT-XL,size,XL
,,,,Fashion,Men/New Arrivals,,,,,,,,,,,,,,,,,,,,,,,
M-FLANNEL-SHIRT-S,Fashion,simple,fashion,Fashion,,Fjordline flannel shirt S,89,,1,1,2,1,"A brushed flannel overshirt in a muted check, with two chest pockets.","A brushed flannel overshirt in a muted check, with two chest pockets..",35,1,,S,Regular,Cotton,m-flannel-shirt.webp,m-flannel-shirt.webp,m-flannel-shirt.webp,m-flannel-shirt.webp,fjordline-flannel-shirt-s,,,
M-FLANNEL-SHIRT-M,Fashion,simple,fashion,Fashion,,Fjordline flannel shirt M,89,,1,1,2,1,"A brushed flannel overshirt in a muted check, with two chest pockets.","A brushed flannel overshirt in a muted check, with two chest pockets..",57,1,,M,Regular,Cotton,m-flannel-shirt.webp,m-flannel-shirt.webp,m-flannel-shirt.webp,m-flannel-shirt.webp,fjordline-flannel-shirt-m,,,
M-FLANNEL-SHIRT-L,Fashion,simple,fashion,Fashion,,Fjordline flannel shirt L,89,,1,1,2,1,"A brushed flannel overshirt in a muted check, with two chest pockets.","A brushed flannel overshirt in a muted check, with two chest pockets..",28,1,,L,Regular,Cotton,m-flannel-shirt.webp,m-flannel-shirt.webp,m-flannel-shirt.webp,m-flannel-shirt.webp,fjordline-flannel-shirt-l,,,
M-FLANNEL-SHIRT-XL,Fashion,simple,fashion,Fashion,,Fjordline flannel shirt XL,89,,1,1,2,1,"A brushed flannel overshirt in a muted check, with two chest pockets.","A brushed flannel overshirt in a muted check, with two chest pockets..",37,1,,XL,Regular,Cotton,m-flannel-shirt.webp,m-flannel-shirt.webp,m-flannel-shirt.webp,m-flannel-shirt.webp,fjordline-flannel-shirt-xl,,,
M-FLANNEL-SHIRT-XXL,Fashion,simple,fashion,Fashion,,Fjordline flannel shirt XXL,89,,1,1,2,1,"A brushed flannel overshirt in a muted check, with two chest pockets.","A brushed flannel overshirt in a muted check, with two chest pockets..",45,1,,XXL,Regular,Cotton,m-flannel-shirt.webp,m-flannel-shirt.webp,m-flannel-shirt.webp,m-flannel-shirt.webp,fjordline-flannel-shirt-xxl,,,
M-FLANNEL-SHIRT,Fashion,configurable,fashion,Fashion,Men/Shirts,Fjordline flannel shirt,89,69,1,4,2,1,"A brushed flannel overshirt in a muted check, with two chest pockets.","A brushed flannel overshirt in a muted check, with two chest pockets..",0,1,,,Regular,Cotton,m-flannel-shirt.webp,m-flannel-shirt.webp,m-flannel-shirt.webp,m-flannel-shirt.webp,fjordline-flannel-shirt,M-FLANNEL-SHIRT-S,size,S
,,,,,,,,,,,,,,,,,,,,,,,,,,M-FLANNEL-SHIRT-M,size,M
,,,,,,,,,,,,,,,,,,,,,,,,,,M-FLANNEL-SHIRT-L,size,L
,,,,,,,,,,,,,,,,,,,,,,,,,,M-FLANNEL-SHIRT-XL,size,XL
,,,,,,,,,,,,,,,,,,,,,,,,,,M-FLANNEL-SHIRT-XXL,size,XXL
,,,,Fashion,Sale,,,,,,,,,,,,,,,,,,,,,,,
M-CREW-TEE-WHITE,Fashion,simple,fashion,Fashion,,Harbour crew tee White,29,,1,1,2,1,A heavyweight organic cotton tee with a ribbed crew neck. Buy two.,A heavyweight organic cotton tee with a ribbed crew neck.,31,1,White,,Regular,Cotton,m-crew-tee-white.webp,m-crew-tee-white.webp,m-crew-tee-white.webp,m-crew-tee-white.webp,harbour-crew-tee-white,,,
M-CREW-TEE-BLACK,Fashion,simple,fashion,Fashion,,Harbour crew tee Black,29,,1,1,2,1,A heavyweight organic cotton tee with a ribbed crew neck. Buy two.,A heavyweight organic cotton tee with a ribbed crew neck.,27,1,Black,,Regular,Cotton,m-crew-tee-black.webp,m-crew-tee-black.webp,m-crew-tee-black.webp,m-crew-tee-black.webp,harbour-crew-tee-black,,,
M-CREW-TEE-CHARCOAL,Fashion,simple,fashion,Fashion,,Harbour crew tee Charcoal,29,,1,1,2,1,A heavyweight organic cotton tee with a ribbed crew neck. Buy two.,A heavyweight organic cotton tee with a ribbed crew neck.,23,1,Charcoal,,Regular,Cotton,m-crew-tee-charcoal.webp,m-crew-tee-charcoal.webp,m-crew-tee-charcoal.webp,m-crew-tee-charcoal.webp,harbour-crew-tee-charcoal,,,
M-CREW-TEE-GREEN,Fashion,simple,fashion,Fashion,,Harbour crew tee Green,29,,1,1,2,1,A heavyweight organic cotton tee with a ribbed crew neck. Buy two.,A heavyweight organic cotton tee with a ribbed crew neck.,58,1,Green,,Regular,Cotton,m-crew-tee-green.webp,m-crew-tee-green.webp,m-crew-tee-green.webp,m-crew-tee-green.webp,harbour-crew-tee-green,,,
M-CREW-TEE,Fashion,configurable,fashion,Fashion,"Men/Tees, Knits and Polos",Harbour crew tee,29,,1,4,2,1,A heavyweight organic cotton tee with a ribbed crew neck. Buy two.,A heavyweight organic cotton tee with a ribbed crew neck.,0,1,,,Regular,Cotton,m-crew-tee-white.webp,m-crew-tee-white.webp,m-crew-tee-white.webp,m-crew-tee-white.webp,harbour-crew-tee,M-CREW-TEE-WHITE,color,White
,,,,,,,,,,,,,,,,,,,,,,,,,,M-CREW-TEE-BLACK,color,Black
,,,,,,,,,,,,,,,,,,,,,,,,,,M-CREW-TEE-CHARCOAL,color,Charcoal
,,,,,,,,,,,,,,,,,,,,,,,,,,M-CREW-TEE-GREEN,color,Green
M-PIQUE-POLO-BLUE-DARK,Fashion,simple,fashion,Fashion,,Meridian pique polo Blue Dark,59,,1,1,2,1,"A pique polo with a two-button placket, cut from long-staple cotton.","A pique polo with a two-button placket, cut from long-staple cotton..",52,1,Blue Dark,,Slim,Cotton,m-pique-polo-blue-dark.webp,m-pique-polo-blue-dark.webp,m-pique-polo-blue-dark.webp,m-pique-polo-blue-dark.webp,meridian-pique-polo-blue-dark,,,
M-PIQUE-POLO-WHITE,Fashion,simple,fashion,Fashion,,Meridian pique polo White,59,,1,1,2,1,"A pique polo with a two-button placket, cut from long-staple cotton.","A pique polo with a two-button placket, cut from long-staple cotton..",57,1,White,,Slim,Cotton,m-pique-polo-white.webp,m-pique-polo-white.webp,m-pique-polo-white.webp,m-pique-polo-white.webp,meridian-pique-polo-white,,,
M-PIQUE-POLO-RED,Fashion,simple,fashion,Fashion,,Meridian pique polo Red,59,,1,1,2,1,"A pique polo with a two-button placket, cut from long-staple cotton.","A pique polo with a two-button placket, cut from long-staple cotton..",23,1,Red,,Slim,Cotton,m-pique-polo-red.webp,m-pique-polo-red.webp,m-pique-polo-red.webp,m-pique-polo-red.webp,meridian-pique-polo-red,,,
M-PIQUE-POLO,Fashion,configurable,fashion,Fashion,"Men/Tees, Knits and Polos",Meridian pique polo,59,,1,4,2,1,"A pique polo with a two-button placket, cut from long-staple cotton.","A pique polo with a two-button placket, cut from long-staple cotton..",0,1,,,Slim,Cotton,m-pique-polo-blue-dark.webp,m-pique-polo-blue-dark.webp,m-pique-polo-blue-dark.webp,m-pique-polo-blue-dark.webp,meridian-pique-polo,M-PIQUE-POLO-BLUE-DARK,color,Blue Dark
,,,,,,,,,,,,,,,,,,,,,,,,,,M-PIQUE-POLO-WHITE,color,White
,,,,,,,,,,,,,,,,,,,,,,,,,,M-PIQUE-POLO-RED,color,Red
M-MERINO-CREW-GREY,Fashion,simple,fashion,Fashion,,Nordlys merino crew Grey,129,,1,1,2,1,A fine-gauge merino crew neck that layers under a jacket without bulk.,A fine-gauge merino crew neck that layers under a jacket without bulk..,44,1,Grey,,Regular,Wool,m-merino-crew-grey.webp,m-merino-crew-grey.webp,m-merino-crew-grey.webp,m-merino-crew-grey.webp,nordlys-merino-crew-grey,,,
M-MERINO-CREW-BLUE-DARK,Fashion,simple,fashion,Fashion,,Nordlys merino crew Blue Dark,129,,1,1,2,1,A fine-gauge merino crew neck that layers under a jacket without bulk.,A fine-gauge merino crew neck that layers under a jacket without bulk..,27,1,Blue Dark,,Regular,Wool,m-merino-crew-blue-dark.webp,m-merino-crew-blue-dark.webp,m-merino-crew-blue-dark.webp,m-merino-crew-blue-dark.webp,nordlys-merino-crew-blue-dark,,,
M-MERINO-CREW-BROWN,Fashion,simple,fashion,Fashion,,Nordlys merino crew Brown,129,,1,1,2,1,A fine-gauge merino crew neck that layers under a jacket without bulk.,A fine-gauge merino crew neck that layers under a jacket without bulk..,41,1,Brown,,Regular,Wool,m-merino-crew-brown.webp,m-merino-crew-brown.webp,m-merino-crew-brown.webp,m-merino-crew-brown.webp,nordlys-merino-crew-brown,,,
M-MERINO-CREW,Fashion,configurable,fashion,Fashion,"Men/Tees, Knits and Polos",Nordlys merino crew,129,,1,4,2,1,A fine-gauge merino crew neck that layers under a jacket without bulk.,A fine-gauge merino crew neck that layers under a jacket without bulk..,0,1,,,Regular,Wool,m-merino-crew-grey.webp,m-merino-crew-grey.webp,m-merino-crew-grey.webp,m-merino-crew-grey.webp,nordlys-merino-crew,M-MERINO-CREW-GREY,color,Grey
,,,,,,,,,,,,,,,,,,,,,,,,,,M-MERINO-CREW-BLUE-DARK,color,Blue Dark
,,,,,,,,,,,,,,,,,,,,,,,,,,M-MERINO-CREW-BROWN,color,Brown
,,,,Fashion,Men/New Arrivals,,,,,,,,,,,,,,,,,,,,,,,
M-CARDIGAN-S,Fashion,simple,fashion,Fashion,,Nordlys shawl cardigan S,159,,1,1,2,1,"A chunky shawl-collar cardigan in a wool and alpaca blend, with horn buttons.","A chunky shawl-collar cardigan in a wool and alpaca blend, with horn buttons..",29,1,,S,Relaxed,Wool,m-cardigan.webp,m-cardigan.webp,m-cardigan.webp,m-cardigan.webp,nordlys-shawl-cardigan-s,,,
M-CARDIGAN-M,Fashion,simple,fashion,Fashion,,Nordlys shawl cardigan M,159,,1,1,2,1,"A chunky shawl-collar cardigan in a wool and alpaca blend, with horn buttons.","A chunky shawl-collar cardigan in a wool and alpaca blend, with horn buttons..",54,1,,M,Relaxed,Wool,m-cardigan.webp,m-cardigan.webp,m-cardigan.webp,m-cardigan.webp,nordlys-shawl-cardigan-m,,,
M-CARDIGAN-L,Fashion,simple,fashion,Fashion,,Nordlys shawl cardigan L,159,,1,1,2,1,"A chunky shawl-collar cardigan in a wool and alpaca blend, with horn buttons.","A chunky shawl-collar cardigan in a wool and alpaca blend, with horn buttons..",36,1,,L,Relaxed,Wool,m-cardigan.webp,m-cardigan.webp,m-cardigan.webp,m-cardigan.webp,nordlys-shawl-cardigan-l,,,
M-CARDIGAN-XL,Fashion,simple,fashion,Fashion,,Nordlys shawl cardigan XL,159,,1,1,2,1,"A chunky shawl-collar cardigan in a wool and alpaca blend, with horn buttons.","A chunky shawl-collar cardigan in a wool and alpaca blend, with horn buttons..",26,1,,XL,Relaxed,Wool,m-cardigan.webp,m-cardigan.webp,m-cardigan.webp,m-cardigan.webp,nordlys-shawl-cardigan-xl,,,
M-CARDIGAN,Fashion,configurable,fashion,Fashion,"Men/Tees, Knits and Polos",Nordlys shawl cardigan,159,,1,4,2,1,"A chunky shawl-collar cardigan in a wool and alpaca blend, with horn buttons.","A chunky shawl-collar cardigan in a wool and alpaca blend, with horn buttons..",0,1,,,Relaxed,Wool,m-cardigan.webp,m-cardigan.webp,m-cardigan.webp,m-cardigan.webp,nordlys-shawl-cardigan,M-CARDIGAN-S,size,S
,,,,,,,,,,,,,,,,,,,,,,,,,,M-CARDIGAN-M,size,M
,,,,,,,,,,,,,,,,,,,,,,,,,,M-CARDIGAN-L,size,L
,,,,,,,,,,,,,,,,,,,,,,,,,,M-CARDIGAN-XL,size,XL
M-HENLEY-S,Fashion,simple,fashion,Fashion,,Coast waffle henley S,49,,1,1,2,1,A long-sleeved waffle knit henley with a three-button placket.,A long-sleeved waffle knit henley with a three-button placket..,12,1,,S,Regular,Cotton,m-henley.webp,m-henley.webp,m-henley.webp,m-henley.webp,coast-waffle-henley-s,,,
M-HENLEY-M,Fashion,simple,fashion,Fashion,,Coast waffle henley M,49,,1,1,2,1,A long-sleeved waffle knit henley with a three-button placket.,A long-sleeved waffle knit henley with a three-button placket..,15,1,,M,Regular,Cotton,m-henley.webp,m-henley.webp,m-henley.webp,m-henley.webp,coast-waffle-henley-m,,,
M-HENLEY-L,Fashion,simple,fashion,Fashion,,Coast waffle henley L,49,,1,1,2,1,A long-sleeved waffle knit henley with a three-button placket.,A long-sleeved waffle knit henley with a three-button placket..,40,1,,L,Regular,Cotton,m-henley.webp,m-henley.webp,m-henley.webp,m-henley.webp,coast-waffle-henley-l,,,
M-HENLEY-XL,Fashion,simple,fashion,Fashion,,Coast waffle henley XL,49,,1,1,2,1,A long-sleeved waffle knit henley with a three-button placket.,A long-sleeved waffle knit henley with a three-button placket..,34,1,,XL,Regular,Cotton,m-henley.webp,m-henley.webp,m-henley.webp,m-henley.webp,coast-waffle-henley-xl,,,
M-HENLEY,Fashion,configurable,fashion,Fashion,"Men/Tees, Knits and Polos",Coast waffle henley,49,39,1,4,2,1,A long-sleeved waffle knit henley with a three-button placket.,A long-sleeved waffle knit henley with a three-button placket..,0,1,,,Regular,Cotton,m-henley.webp,m-henley.webp,m-henley.webp,m-henley.webp,coast-waffle-henley,M-HENLEY-S,size,S
,,,,,,,,,,,,,,,,,,,,,,,,,,M-HENLEY-M,size,M
,,,,,,,,,,,,,,,,,,,,,,,,,,M-HENLEY-L,size,L
,,,,,,,,,,,,,,,,,,,,,,,,,,M-HENLEY-XL,size,XL
,,,,Fashion,Sale,,,,,,,,,,,,,,,,,,,,,,,
M-CHINO-KHAKI,Fashion,simple,fashion,Fashion,,Coast chinos Khaki,85,,1,1,2,1,Garment-dyed cotton twill chinos with a tapered leg and a touch of stretch.,Garment-dyed cotton twill chinos with a tapered leg and a touch of stretch..,56,1,Khaki,,Slim,Cotton,m-chino-khaki.webp,m-chino-khaki.webp,m-chino-khaki.webp,m-chino-khaki.webp,coast-chinos-khaki,,,
M-CHINO-BLUE-DARK,Fashion,simple,fashion,Fashion,,Coast chinos Blue Dark,85,,1,1,2,1,Garment-dyed cotton twill chinos with a tapered leg and a touch of stretch.,Garment-dyed cotton twill chinos with a tapered leg and a touch of stretch..,29,1,Blue Dark,,Slim,Cotton,m-chino-blue-dark.webp,m-chino-blue-dark.webp,m-chino-blue-dark.webp,m-chino-blue-dark.webp,coast-chinos-blue-dark,,,
M-CHINO-OATMEAL,Fashion,simple,fashion,Fashion,,Coast chinos Oatmeal,85,,1,1,2,1,Garment-dyed cotton twill chinos with a tapered leg and a touch of stretch.,Garment-dyed cotton twill chinos with a tapered leg and a touch of stretch..,17,1,Oatmeal,,Slim,Cotton,m-chino-oatmeal.webp,m-chino-oatmeal.webp,m-chino-oatmeal.webp,m-chino-oatmeal.webp,coast-chinos-oatmeal,,,
M-CHINO,Fashion,configurable,fashion,Fashion,Men/Pants & Denim,Coast chinos,85,,1,4,2,1,Garment-dyed cotton twill chinos with a tapered leg and a touch of stretch.,Garment-dyed cotton twill chinos with a tapered leg and a touch of stretch..,0,1,,,Slim,Cotton,m-chino-khaki.webp,m-chino-khaki.webp,m-chino-khaki.webp,m-chino-khaki.webp,coast-chinos,M-CHINO-KHAKI,color,Khaki
,,,,,,,,,,,,,,,,,,,,,,,,,,M-CHINO-BLUE-DARK,color,Blue Dark
,,,,,,,,,,,,,,,,,,,,,,,,,,M-CHINO-OATMEAL,color,Oatmeal
M-SELVEDGE-JEAN-BLUE-DARK,Fashion,simple,fashion,Fashion,,Fjordline selvedge jeans Blue Dark,139,,1,1,2,1,Raw selvedge denim with a regular fit and a straight leg. Wear them in.,Raw selvedge denim with a regular fit and a straight leg.,34,1,Blue Dark,,Regular,Denim,m-selvedge-jean-blue-dark.webp,m-selvedge-jean-blue-dark.webp,m-selvedge-jean-blue-dark.webp,m-selvedge-jean-blue-dark.webp,fjordline-selvedge-jeans-blue-dark,,,
M-SELVEDGE-JEAN-INDIGO,Fashion,simple,fashion,Fashion,,Fjordline selvedge jeans Indigo,139,,1,1,2,1,Raw selvedge denim with a regular fit and a straight leg. Wear them in.,Raw selvedge denim with a regular fit and a straight leg.,10,1,Indigo,,Regular,Denim,m-selvedge-jean-indigo.webp,m-selvedge-jean-indigo.webp,m-selvedge-jean-indigo.webp,m-selvedge-jean-indigo.webp,fjordline-selvedge-jeans-indigo,,,
M-SELVEDGE-JEAN,Fashion,configurable,fashion,Fashion,Men/Pants & Denim,Fjordline selvedge jeans,139,,1,4,2,1,Raw selvedge denim with a regular fit and a straight leg. Wear them in.,Raw selvedge denim with a regular fit and a straight leg.,0,1,,,Regular,Denim,m-selvedge-jean-blue-dark.webp,m-selvedge-jean-blue-dark.webp,m-selvedge-jean-blue-dark.webp,m-selvedge-jean-blue-dark.webp,fjordline-selvedge-jeans,M-SELVEDGE-JEAN-BLUE-DARK,color,Blue Dark
,,,,,,,,,,,,,,,,,,,,,,,,,,M-SELVEDGE-JEAN-INDIGO,color,Indigo
M-LINEN-TROUSER-38,Fashion,simple,fashion,Fashion,,Sand linen trousers 38,99,,1,1,2,1,Drawstring linen trousers with a relaxed leg. Airport to beach without a change.,Drawstring linen trousers with a relaxed leg.,12,1,,38,Relaxed,Linen,m-linen-trouser.webp,m-linen-trouser.webp,m-linen-trouser.webp,m-linen-trouser.webp,sand-linen-trousers-38,,,
M-LINEN-TROUSER-40,Fashion,simple,fashion,Fashion,,Sand linen trousers 40,99,,1,1,2,1,Drawstring linen trousers with a relaxed leg. Airport to beach without a change.,Drawstring linen trousers with a relaxed leg.,56,1,,40,Relaxed,Linen,m-linen-trouser.webp,m-linen-trouser.webp,m-linen-trouser.webp,m-linen-trouser.webp,sand-linen-trousers-40,,,
M-LINEN-TROUSER-42,Fashion,simple,fashion,Fashion,,Sand linen trousers 42,99,,1,1,2,1,Drawstring linen trousers with a relaxed leg. Airport to beach without a change.,Drawstring linen trousers with a relaxed leg.,43,1,,42,Relaxed,Linen,m-linen-trouser.webp,m-linen-trouser.webp,m-linen-trouser.webp,m-linen-trouser.webp,sand-linen-trousers-42,,,
M-LINEN-TROUSER-44,Fashion,simple,fashion,Fashion,,Sand linen trousers 44,99,,1,1,2,1,Drawstring linen trousers with a relaxed leg. Airport to beach without a change.,Drawstring linen trousers with a relaxed leg.,44,1,,44,Relaxed,Linen,m-linen-trouser.webp,m-linen-trouser.webp,m-linen-trouser.webp,m-linen-trouser.webp,sand-linen-trousers-44,,,
M-LINEN-TROUSER,Fashion,configurable,fashion,Fashion,Men/Pants & Denim,Sand linen trousers,99,,1,4,2,1,Drawstring linen trousers with a relaxed leg. Airport to beach without a change.,Drawstring linen trousers with a relaxed leg.,0,1,,,Relaxed,Linen,m-linen-trouser.webp,m-linen-trouser.webp,m-linen-trouser.webp,m-linen-trouser.webp,sand-linen-trousers,M-LINEN-TROUSER-38,size,38
,,,,,,,,,,,,,,,,,,,,,,,,,,M-LINEN-TROUSER-40,size,40
,,,,,,,,,,,,,,,,,,,,,,,,,,M-LINEN-TROUSER-42,size,42
,,,,,,,,,,,,,,,,,,,,,,,,,,M-LINEN-TROUSER-44,size,44
M-CARGO-SHORT-38,Fashion,simple,fashion,Fashion,,Harbour cargo shorts 38,65,,1,1,2,1,Ripstop cotton cargo shorts with bellows pockets and a nine-inch inseam.,Ripstop cotton cargo shorts with bellows pockets and a nine-inch inseam..,60,1,,38,Regular,Cotton,m-cargo-short.webp,m-cargo-short.webp,m-cargo-short.webp,m-cargo-short.webp,harbour-cargo-shorts-38,,,
M-CARGO-SHORT-40,Fashion,simple,fashion,Fashion,,Harbour cargo shorts 40,65,,1,1,2,1,Ripstop cotton cargo shorts with bellows pockets and a nine-inch inseam.,Ripstop cotton cargo shorts with bellows pockets and a nine-inch inseam..,28,1,,40,Regular,Cotton,m-cargo-short.webp,m-cargo-short.webp,m-cargo-short.webp,m-cargo-short.webp,harbour-cargo-shorts-40,,,
M-CARGO-SHORT-42,Fashion,simple,fashion,Fashion,,Harbour cargo shorts 42,65,,1,1,2,1,Ripstop cotton cargo shorts with bellows pockets and a nine-inch inseam.,Ripstop cotton cargo shorts with bellows pockets and a nine-inch inseam..,29,1,,42,Regular,Cotton,m-cargo-short.webp,m-cargo-short.webp,m-cargo-short.webp,m-cargo-short.webp,harbour-cargo-shorts-42,,,
M-CARGO-SHORT-44,Fashion,simple,fashion,Fashion,,Harbour cargo shorts 44,65,,1,1,2,1,Ripstop cotton cargo shorts with bellows pockets and a nine-inch inseam.,Ripstop cotton cargo shorts with bellows pockets and a nine-inch inseam..,52,1,,44,Regular,Cotton,m-cargo-short.webp,m-cargo-short.webp,m-cargo-short.webp,m-cargo-short.webp,harbour-cargo-shorts-44,,,
M-CARGO-SHORT,Fashion,configurable,fashion,Fashion,Men/Pants & Denim,Harbour cargo shorts,65,,1,4,2,1,Ripstop cotton cargo shorts with bellows pockets and a nine-inch inseam.,Ripstop cotton cargo shorts with bellows pockets and a nine-inch inseam..,0,1,,,Regular,Cotton,m-cargo-short.webp,m-cargo-short.webp,m-cargo-short.webp,m-cargo-short.webp,harbour-cargo-shorts,M-CARGO-SHORT-38,size,38
,,,,,,,,,,,,,,,,,,,,,,,,,,M-CARGO-SHORT-40,size,40
,,,,,,,,,,,,,,,,,,,,,,,,,,M-CARGO-SHORT-42,size,42
,,,,,,,,,,,,,,,,,,,,,,,,,,M-CARGO-SHORT-44,size,44
M-LINEN-BLAZER-OATMEAL,Fashion,simple,fashion,Fashion,,Ashford linen blazer Oatmeal,249,,1,1,2,1,An unstructured linen blazer with patch pockets and a half lining. Creases are part of the look.,An unstructured linen blazer with patch pockets and a half lining.,46,1,Oatmeal,,Regular,Linen,m-linen-blazer-oatmeal.webp,m-linen-blazer-oatmeal.webp,m-linen-blazer-oatmeal.webp,m-linen-blazer-oatmeal.webp,ashford-linen-blazer-oatmeal,,,
M-LINEN-BLAZER-BLUE-DARK,Fashion,simple,fashion,Fashion,,Ashford linen blazer Blue Dark,249,,1,1,2,1,An unstructured linen blazer with patch pockets and a half lining. Creases are part of the look.,An unstructured linen blazer with patch pockets and a half lining.,39,1,Blue Dark,,Regular,Linen,m-linen-blazer-blue-dark.webp,m-linen-blazer-blue-dark.webp,m-linen-blazer-blue-dark.webp,m-linen-blazer-blue-dark.webp,ashford-linen-blazer-blue-dark,,,
