sku,_attribute_set,_type,_product_websites,_root_category,_category,name,price,special_price,status,visibility,tax_class_id,weight,description,short_description,qty,is_in_stock,sport,size,color,material,_media_image,image,small_image,thumbnail,url_key,_super_products_sku,_super_attribute_code,_super_attribute_option,_associated_sku,_associated_default_qty,_associated_position
S-BOTTLE-BLACK,Sports,simple,sports,Sports,,Insulated bottle Black,18,,1,1,2,0.8,A 650 ml insulated bottle that keeps water cold for three hours. Double-walled steel that fits a bike cage. The lid opens with one hand.,A 650 ml insulated bottle that keeps water cold for three hours.,11,1,Cycling|Gym|Running,One size,Black,Recycled polyester,s-bottle-black.webp,s-bottle-black.webp,s-bottle-black.webp,s-bottle-black.webp,insulated-bottle-black,,,,,,
S-BOTTLE-WHITE,Sports,simple,sports,Sports,,Insulated bottle White,18,,1,1,2,0.8,A 650 ml insulated bottle that keeps water cold for three hours. Double-walled steel that fits a bike cage. The lid opens with one hand.,A 650 ml insulated bottle that keeps water cold for three hours.,30,1,Cycling|Gym|Running,One size,White,Recycled polyester,s-bottle-white.webp,s-bottle-white.webp,s-bottle-white.webp,s-bottle-white.webp,insulated-bottle-white,,,,,,
S-BOTTLE-BLUE,Sports,simple,sports,Sports,,Insulated bottle Blue,18,,1,1,2,0.8,A 650 ml insulated bottle that keeps water cold for three hours. Double-walled steel that fits a bike cage. The lid opens with one hand.,A 650 ml insulated bottle that keeps water cold for three hours.,24,1,Cycling|Gym|Running,One size,Blue,Recycled polyester,s-bottle-blue.webp,s-bottle-blue.webp,s-bottle-blue.webp,s-bottle-blue.webp,insulated-bottle-blue,,,,,,
S-BOTTLE,Sports,configurable,sports,Sports,Cycling,Insulated bottle,18,,1,4,2,0.8,A 650 ml insulated bottle that keeps water cold for three hours. Double-walled steel that fits a bike cage. The lid opens with one hand.,A 650 ml insulated bottle that keeps water cold for three hours.,0,1,Cycling|Gym|Running,One size,,Recycled polyester,s-bottle-black.webp,s-bottle-black.webp,s-bottle-black.webp,s-bottle-black.webp,insulated-bottle,S-BOTTLE-BLACK,color,Black,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,S-BOTTLE-WHITE,color,White,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,S-BOTTLE-BLUE,color,Blue,,,
,,,,Sports,Gym & Training,,,,,,,,,,,,,,,,,,,,,,,,,,
S-BIKE-LIGHT,Sports,simple,sports,Sports,Cycling,Bike light set,55,,1,4,2,0.8,"A 600 lumen front and a 50 lumen rear, USB-C. The front light runs three hours on full, the rear light ten. Both mount without tools.","A 600 lumen front and a 50 lumen rear, USB-C.",49,1,Cycling,One size,Black,Nylon,s-bike-light.webp,s-bike-light.webp,s-bike-light.webp,s-bike-light.webp,bike-light-set,,,,,,
S-PUMP,Sports,simple,sports,Sports,Cycling,Mini pump,28,,1,4,2,0.8,A 100 psi mini pump with a hose and a frame mount. The hose saves the valve and the frame mount saves the pocket. It reaches 100 psi in a minute.,A 100 psi mini pump with a hose and a frame mount.,19,1,Cycling,One size,Silver,Stainless steel,s-pump.webp,s-pump.webp,s-pump.webp,s-pump.webp,mini-pump,,,,,,
S-KETTLEBELL-8,Sports,simple,sports,Sports,,Cast iron kettlebell 8,45,,1,1,2,0.8,"A powder-coated kettlebell with a smooth handle. Cast in one piece, so nothing loosens. Available from 8 to 32 kg.",A powder-coated kettlebell with a smooth handle.,59,1,Gym,8,Black,Stainless steel,s-kettlebell.webp,s-kettlebell.webp,s-kettlebell.webp,s-kettlebell.webp,cast-iron-kettlebell-8,,,,,,
S-KETTLEBELL-12,Sports,simple,sports,Sports,,Cast iron kettlebell 12,45,,1,1,2,0.8,"A powder-coated kettlebell with a smooth handle. Cast in one piece, so nothing loosens. Available from 8 to 32 kg.",A powder-coated kettlebell with a smooth handle.,41,1,Gym,12,Black,Stainless steel,s-kettlebell.webp,s-kettlebell.webp,s-kettlebell.webp,s-kettlebell.webp,cast-iron-kettlebell-12,,,,,,
S-KETTLEBELL-16,Sports,simple,sports,Sports,,Cast iron kettlebell 16,45,,1,1,2,0.8,"A powder-coated kettlebell with a smooth handle. Cast in one piece, so nothing loosens. Available from 8 to 32 kg.",A powder-coated kettlebell with a smooth handle.,53,1,Gym,16,Black,Stainless steel,s-kettlebell.webp,s-kettlebell.webp,s-kettlebell.webp,s-kettlebell.webp,cast-iron-kettlebell-16,,,,,,
S-KETTLEBELL-20,Sports,simple,sports,Sports,,Cast iron kettlebell 20,45,,1,1,2,0.8,"A powder-coated kettlebell with a smooth handle. Cast in one piece, so nothing loosens. Available from 8 to 32 kg.",A powder-coated kettlebell with a smooth handle.,52,1,Gym,20,Black,Stainless steel,s-kettlebell.webp,s-kettlebell.webp,s-kettlebell.webp,s-kettlebell.webp,cast-iron-kettlebell-20,,,,,,
S-KETTLEBELL-24,Sports,simple,sports,Sports,,Cast iron kettlebell 24,45,,1,1,2,0.8,"A powder-coated kettlebell with a smooth handle. Cast in one piece, so nothing loosens. Available from 8 to 32 kg.",A powder-coated kettlebell with a smooth handle.,37,1,Gym,24,Black,Stainless steel,s-kettlebell.webp,s-kettlebell.webp,s-kettlebell.webp,s-kettlebell.webp,cast-iron-kettlebell-24,,,,,,
S-KETTLEBELL,Sports,configurable,sports,Sports,Gym & Training,Cast iron kettlebell,45,,1,4,2,0.8,"A powder-coated kettlebell with a smooth handle. Cast in one piece, so nothing loosens. Available from 8 to 32 kg.",A powder-coated kettlebell with a smooth handle.,0,1,Gym,,Black,Stainless steel,s-kettlebell.webp,s-kettlebell.webp,s-kettlebell.webp,s-kettlebell.webp,cast-iron-kettlebell,S-KETTLEBELL-8,size,8,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,S-KETTLEBELL-12,size,12,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,S-KETTLEBELL-16,size,16,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,S-KETTLEBELL-20,size,20,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,S-KETTLEBELL-24,size,24,,,
S-DUMBBELLS,Sports,simple,sports,Sports,Gym & Training,Adjustable dumbbells,290,,1,4,2,0.8,A pair that goes from 2 to 24 kg with a dial. Turn the dial and the plates lock in. A whole rack in the space of one pair.,A pair that goes from 2 to 24 kg with a dial.,24,1,Gym,One size,Black,Stainless steel,s-dumbbells.webp,s-dumbbells.webp,s-dumbbells.webp,s-dumbbells.webp,adjustable-dumbbells,,,,,,
S-BANDS,Sports,simple,sports,Sports,Gym & Training,"Resistance bands, set of 5",30,,1,4,2,0.8,"Five latex bands from light to heavy, with a door anchor. Five tensions from 5 to 50 kg, with handles and a door anchor. They roll into the pouch.","Five latex bands from light to heavy, with a door anchor.",12,1,Gym|Yoga,One size,Green,Rubber,s-bands.webp,s-bands.webp,s-bands.webp,s-bands.webp,resistance-bands-set-of-5,,,,,,
,,,,Sports,Yoga & Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,
S-BENCH,Sports,simple,sports,Sports,Gym & Training,Folding bench,180,,1,4,2,0.8,"A flat-to-incline bench that folds under a bed. Seven positions from flat to upright, rated for 300 kg. It folds in seconds.",A flat-to-incline bench that folds under a bed.,55,1,Gym,One size,Black,Stainless steel,s-bench.webp,s-bench.webp,s-bench.webp,s-bench.webp,folding-bench,,,,,,
S-JUMP-ROPE,Sports,simple,sports,Sports,Gym & Training,Speed rope,22,,1,4,2,0.8,A steel cable rope with ball bearings and a screw-lock length. The cable spins fast and the handles stay cool. Cut it to length once and lock it.,A steel cable rope with ball bearings and a screw-lock length.,15,1,Gym,One size,Black,Stainless steel,s-jump-rope.webp,s-jump-rope.webp,s-jump-rope.webp,s-jump-rope.webp,speed-rope,,,,,,
S-GYM-BAG-BLACK,Sports,simple,sports,Sports,,Gym duffel Black,65,,1,1,2,0.8,"A 35 litre duffel with a shoe pocket and a wet pocket. Shoes in one end, wet kit in the other, and a padded strap. It fits a locker.",A 35 litre duffel with a shoe pocket and a wet pocket.,45,1,Gym|Swimming,One size,Black,Nylon,s-gym-bag-black.webp,s-gym-bag-black.webp,s-gym-bag-black.webp,s-gym-bag-black.webp,gym-duffel-black,,,,,,
S-GYM-BAG-GREEN,Sports,simple,sports,Sports,,Gym duffel Green,65,,1,1,2,0.8,"A 35 litre duffel with a shoe pocket and a wet pocket. Shoes in one end, wet kit in the other, and a padded strap. It fits a locker.",A 35 litre duffel with a shoe pocket and a wet pocket.,49,1,Gym|Swimming,One size,Green,Nylon,s-gym-bag-green.webp,s-gym-bag-green.webp,s-gym-bag-green.webp,s-gym-bag-green.webp,gym-duffel-green,,,,,,
S-GYM-BAG,Sports,configurable,sports,Sports,Gym & Training,Gym duffel,65,,1,4,2,0.8,"A 35 litre duffel with a shoe pocket and a wet pocket. Shoes in one end, wet kit in the other, and a padded strap. It fits a locker.",A 35 litre duffel with a shoe pocket and a wet pocket.,0,1,Gym|Swimming,One size,,Nylon,s-gym-bag-black.webp,s-gym-bag-black.webp,s-gym-bag-black.webp,s-gym-bag-black.webp,gym-duffel,S-GYM-BAG-BLACK,color,Black,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,S-GYM-BAG-GREEN,color,Green,,,
,,,,Sports,Swimming,,,,,,,,,,,,,,,,,,,,,,,,,,
S-TRAINING-TEE-BLACK,Sports,simple,sports,Sports,,Training tee Black,35,,1,1,2,0.8,"A boxy cotton blend tee for the gym. Heavy enough to hold its shape, light enough to train in. Washes without shrinking.",A boxy cotton blend tee for the gym.,14,1,Gym,,Black,Cotton,s-training-tee-black.webp,s-training-tee-black.webp,s-training-tee-black.webp,s-training-tee-black.webp,training-tee-black,,,,,,
S-TRAINING-TEE-GREY,Sports,simple,sports,Sports,,Training tee Grey,35,,1,1,2,0.8,"A boxy cotton blend tee for the gym. Heavy enough to hold its shape, light enough to train in. Washes without shrinking.",A boxy cotton blend tee for the gym.,36,1,Gym,,Grey,Cotton,s-training-tee-grey.webp,s-training-tee-grey.webp,s-training-tee-grey.webp,s-training-tee-grey.webp,training-tee-grey,,,,,,
S-TRAINING-TEE-WHITE,Sports,simple,sports,Sports,,Training tee White,35,,1,1,2,0.8,"A boxy cotton blend tee for the gym. Heavy enough to hold its shape, light enough to train in. Washes without shrinking.",A boxy cotton blend tee for the gym.,37,1,Gym,,White,Cotton,s-training-tee-white.webp,s-training-tee-white.webp,s-training-tee-white.webp,s-training-tee-white.webp,training-tee-white,,,,,,
S-TRAINING-TEE,Sports,configurable,sports,Sports,Gym & Training,Training tee,35,,1,4,2,0.8,"A boxy cotton blend tee for the gym. Heavy enough to hold its shape, light enough to train in. Washes without shrinking.",A boxy cotton blend tee for the gym.,0,1,Gym,,,Cotton,s-training-tee-black.webp,s-training-tee-black.webp,s-training-tee-black.webp,s-training-tee-black.webp,training-tee,S-TRAINING-TEE-BLACK,color,Black,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,S-TRAINING-TEE-GREY,color,Grey,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,S-TRAINING-TEE-WHITE,color,White,,,
S-YOGA-MAT,Sports,simple,sports,Sports,Yoga & Recovery,Cork yoga mat,85,,1,4,2,0.8,A 4 mm natural rubber mat with a cork top that grips more when wet. The cork top is naturally antibacterial and grips better as you sweat. It rolls with a cotton strap.,A 4 mm natural rubber mat with a cork top that grips more when wet.,45,1,Yoga,One size,Tan,Rubber,s-yoga-mat.webp,s-yoga-mat.webp,s-yoga-mat.webp,s-yoga-mat.webp,cork-yoga-mat,,,,,,
S-RUBBER-MAT-GREEN,Sports,simple,sports,Sports,,Rubber yoga mat Green,70,,1,1,2,0.8,"A 5 mm natural rubber mat, 183 cm long. Grippy on both sides, cushioned enough for knees. It weighs 2.5 kg.","A 5 mm natural rubber mat, 183 cm long.",42,1,Yoga|Gym,One size,Green,Rubber,s-rubber-mat-green.webp,s-rubber-mat-green.webp,s-rubber-mat-green.webp,s-rubber-mat-green.webp,rubber-yoga-mat-green,,,,,,
S-RUBBER-MAT-CHARCOAL,Sports,simple,sports,Sports,,Rubber yoga mat Charcoal,70,,1,1,2,0.8,"A 5 mm natural rubber mat, 183 cm long. Grippy on both sides, cushioned enough for knees. It weighs 2.5 kg.","A 5 mm natural rubber mat, 183 cm long.",22,1,Yoga|Gym,One size,Charcoal,Rubber,s-rubber-mat-charcoal.webp,s-rubber-mat-charcoal.webp,s-rubber-mat-charcoal.webp,s-rubber-mat-charcoal.webp,rubber-yoga-mat-charcoal,,,,,,
S-RUBBER-MAT-PURPLE,Sports,simple,sports,Sports,,Rubber yoga mat Purple,70,,1,1,2,0.8,"A 5 mm natural rubber mat, 183 cm long. Grippy on both sides, cushioned enough for knees. It weighs 2.5 kg.","A 5 mm natural rubber mat, 183 cm long.",27,1,Yoga|Gym,One size,Purple,Rubber,s-rubber-mat-purple.webp,s-rubber-mat-purple.webp,s-rubber-mat-purple.webp,s-rubber-mat-purple.webp,rubber-yoga-mat-purple,,,,,,
S-RUBBER-MAT,Sports,configurable,sports,Sports,Yoga & Recovery,Rubber yoga mat,70,,1,4,2,0.8,"A 5 mm natural rubber mat, 183 cm long. Grippy on both sides, cushioned enough for knees. It weighs 2.5 kg.","A 5 mm natural rubber mat, 183 cm long.",0,1,Yoga|Gym,One size,,Rubber,s-rubber-mat-green.webp,s-rubber-mat-green.webp,s-rubber-mat-green.webp,s-rubber-mat-green.webp,rubber-yoga-mat,S-RUBBER-MAT-GREEN,color,Green,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,S-RUBBER-MAT-CHARCOAL,color,Charcoal,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,S-RUBBER-MAT-PURPLE,color,Purple,,,
,,,,Sports,Gym & Training,,,,,,,,,,,,,,,,,,,,,,,,,,
S-BLOCKS,Sports,simple,sports,Sports,Yoga & Recovery,"Cork blocks, pair",28,,1,4,2,0.8,"Two cork blocks with rounded edges. Light, firm and warm to the touch. They wipe clean.",Two cork blocks with rounded edges.,45,1,Yoga,One size,Tan,Bamboo,s-blocks.webp,s-blocks.webp,s-blocks.webp,s-blocks.webp,cork-blocks-pair,,,,,,
S-STRAP,Sports,simple,sports,Sports,Yoga & Recovery,Yoga strap,12,,1,4,2,0.8,A 2.5 m cotton strap with a metal buckle. A long strap for deep stretches and a buckle that holds. It washes with the towels.,A 2.5 m cotton strap with a metal buckle.,45,1,Yoga,One size,Oatmeal,Cotton,s-strap.webp,s-strap.webp,s-strap.webp,s-strap.webp,yoga-strap,,,,,,
S-ROLLER,Sports,simple,sports,Sports,Yoga & Recovery,Foam roller,35,,1,4,2,0.8,"A 33 cm medium density roller. Firm enough for legs, forgiving enough for backs. It does not lose its shape.",A 33 cm medium density roller.,34,1,Yoga|Running|Cycling,One size,Black,Rubber,s-roller.webp,s-roller.webp,s-roller.webp,s-roller.webp,foam-roller,,,,,,
,,,,Sports,Running,,,,,,,,,,,,,,,,,,,,,,,,,,
S-MASSAGE-BALL,Sports,simple,sports,Sports,Yoga & Recovery,Massage ball set,18,,1,4,2,0.8,"A lacrosse ball and a peanut, for feet and backs. The ball reaches the small muscles and the peanut sits either side of the spine. Both fit a pocket.","A lacrosse ball and a peanut, for feet and backs.",45,1,Yoga|Running,One size,Black,Rubber,s-massage-ball.webp,s-massage-ball.webp,s-massage-ball.webp,s-massage-ball.webp,massage-ball-set,,,,,,
S-HIKING-BOOT-BROWN,Sports,simple,sports,Sports,,Hiking boot Brown,190,,1,1,2,0.8,"A waterproof leather boot with a stiff sole and no break-in. Full-grain leather, a waterproof lining and a sole that grips wet rock. Comfortable from the first walk.",A waterproof leather boot with a stiff sole and no break-in.,54,1,Hiking,,Brown,Leather,s-hiking-boot-brown.webp,s-hiking-boot-brown.webp,s-hiking-boot-brown.webp,s-hiking-boot-brown.webp,hiking-boot-brown,,,,,,
S-HIKING-BOOT-CHARCOAL,Sports,simple,sports,Sports,,Hiking boot Charcoal,190,,1,1,2,0.8,"A waterproof leather boot with a stiff sole and no break-in. Full-grain leather, a waterproof lining and a sole that grips wet rock. Comfortable from the first walk.",A waterproof leather boot with a stiff sole and no break-in.,30,1,Hiking,,Charcoal,Leather,s-hiking-boot-charcoal.webp,s-hiking-boot-charcoal.webp,s-hiking-boot-charcoal.webp,s-hiking-boot-charcoal.webp,hiking-boot-charcoal,,,,,,
S-HIKING-BOOT,Sports,configurable,sports,Sports,Hiking,Hiking boot,190,,1,4,2,0.8,"A waterproof leather boot with a stiff sole and no break-in. Full-grain leather, a waterproof lining and a sole that grips wet rock. Comfortable from the first walk.",A waterproof leather boot with a stiff sole and no break-in.,0,1,Hiking,,,Leather,s-hiking-boot-brown.webp,s-hiking-boot-brown.webp,s-hiking-boot-brown.webp,s-hiking-boot-brown.webp,hiking-boot,S-HIKING-BOOT-BROWN,color,Brown,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,S-HIKING-BOOT-CHARCOAL,color,Charcoal,,,
S-HIKING-SHOE-38,Sports,simple,sports,Sports,,Hiking shoe 38,140,,1,1,2,0.8,"A low waterproof shoe for fast days. Light, waterproof and grippy, for long days at speed. It dries overnight.",A low waterproof shoe for fast days.,12,1,Hiking,38,Grey,Recycled polyester,s-hiking-shoe.webp,s-hiking-shoe.webp,s-hiking-shoe.webp,s-hiking-shoe.webp,hiking-shoe-38,,,,,,
S-HIKING-SHOE-39,Sports,simple,sports,Sports,,Hiking shoe 39,140,,1,1,2,0.8,"A low waterproof shoe for fast days. Light, waterproof and grippy, for long days at speed. It dries overnight.",A low waterproof shoe for fast days.,49,1,Hiking,39,Grey,Recycled polyester,s-hiking-shoe.webp,s-hiking-shoe.webp,s-hiking-shoe.webp,s-hiking-shoe.webp,hiking-shoe-39,,,,,,
S-HIKING-SHOE-40,Sports,simple,sports,Sports,,Hiking shoe 40,140,,1,1,2,0.8,"A low waterproof shoe for fast days. Light, waterproof and grippy, for long days at speed. It dries overnight.",A low waterproof shoe for fast days.,42,1,Hiking,40,Grey,Recycled polyester,s-hiking-shoe.webp,s-hiking-shoe.webp,s-hiking-shoe.webp,s-hiking-shoe.webp,hiking-shoe-40,,,,,,
S-HIKING-SHOE-41,Sports,simple,sports,Sports,,Hiking shoe 41,140,,1,1,2,0.8,"A low waterproof shoe for fast days. Light, waterproof and grippy, for long days at speed. It dries overnight.",A low waterproof shoe for fast days.,55,1,Hiking,41,Grey,Recycled polyester,s-hiking-shoe.webp,s-hiking-shoe.webp,s-hiking-shoe.webp,s-hiking-shoe.webp,hiking-shoe-41,,,,,,
S-HIKING-SHOE-42,Sports,simple,sports,Sports,,Hiking shoe 42,140,,1,1,2,0.8,"A low waterproof shoe for fast days. Light, waterproof and grippy, for long days at speed. It dries overnight.",A low waterproof shoe for fast days.,13,1,Hiking,42,Grey,Recycled polyester,s-hiking-shoe.webp,s-hiking-shoe.webp,s-hiking-shoe.webp,s-hiking-shoe.webp,hiking-shoe-42,,,,,,
S-HIKING-SHOE-43,Sports,simple,sports,Sports,,Hiking shoe 43,140,,1,1,2,0.8,"A low waterproof shoe for fast days. Light, waterproof and grippy, for long days at speed. It dries overnight.",A low waterproof shoe for fast days.,44,1,Hiking,43,Grey,Recycled polyester,s-hiking-shoe.webp,s-hiking-shoe.webp,s-hiking-shoe.webp,s-hiking-shoe.webp,hiking-shoe-43,,,,,,
S-HIKING-SHOE-44,Sports,simple,sports,Sports,,Hiking shoe 44,140,,1,1,2,0.8,"A low waterproof shoe for fast days. Light, waterproof and grippy, for long days at speed. It dries overnight.",A low waterproof shoe for fast days.,36,1,Hiking,44,Grey,Recycled polyester,s-hiking-shoe.webp,s-hiking-shoe.webp,s-hiking-shoe.webp,s-hiking-shoe.webp,hiking-shoe-44,,,,,,
S-HIKING-SHOE-45,Sports,simple,sports,Sports,,Hiking shoe 45,140,,1,1,2,0.8,"A low waterproof shoe for fast days. Light, waterproof and grippy, for long days at speed. It dries overnight.",A low waterproof shoe for fast days.,8,1,Hiking,45,Grey,Recycled polyester,s-hiking-shoe.webp,s-hiking-shoe.webp,s-hiking-shoe.webp,s-hiking-shoe.webp,hiking-shoe-45,,,,,,
S-HIKING-SHOE,Sports,configurable,sports,Sports,Hiking,Hiking shoe,140,,1,4,2,0.8,"A low waterproof shoe for fast days. Light, waterproof and grippy, for long days at speed. It dries overnight.",A low waterproof shoe for fast days.,0,1,Hiking,,Grey,Recycled polyester,s-hiking-shoe.webp,s-hiking-shoe.webp,s-hiking-shoe.webp,s-hiking-shoe.webp,hiking-shoe,S-HIKING-SHOE-38,size,38,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,S-HIKING-SHOE-39,size,39,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,S-HIKING-SHOE-40,size,40,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,S-HIKING-SHOE-41,size,41,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,S-HIKING-SHOE-42,size,42,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,S-HIKING-SHOE-43,size,43,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,S-HIKING-SHOE-44,size,44,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,S-HIKING-SHOE-45,size,45,,,
S-DAYPACK-GREEN,Sports,simple,sports,Sports,,Daypack 25 Green,110,,1,1,2,0.8,"A 25 litre pack at 780 g, with a rain cover and a hydration sleeve. Enough room for a day in the hills, with a hip belt that carries the weight. The rain cover lives in its own pocket.","A 25 litre pack at 780 g, with a rain cover and a hydration sleeve.",42,1,Hiking,One size,Green,Nylon,s-daypack-green.webp,s-daypack-green.webp,s-daypack-green.webp,s-daypack-green.webp,daypack-25-green,,,,,,
S-DAYPACK-BLUE-DARK,Sports,simple,sports,Sports,,Daypack 25 Blue Dark,110,,1,1,2,0.8,"A 25 litre pack at 780 g, with a rain cover and a hydration sleeve. Enough room for a day in the hills, with a hip belt that carries the weight. The rain cover lives in its own pocket.","A 25 litre pack at 780 g, with a rain cover and a hydration sleeve.",41,1,Hiking,One size,Blue Dark,Nylon,s-daypack-blue-dark.webp,s-daypack-blue-dark.webp,s-daypack-blue-dark.webp,s-daypack-blue-dark.webp,daypack-25-blue-dark,,,,,,
S-DAYPACK-ORANGE,Sports,simple,sports,Sports,,Daypack 25 Orange,110,,1,1,2,0.8,"A 25 litre pack at 780 g, with a rain cover and a hydration sleeve. Enough room for a day in the hills, with a hip belt that carries the weight. The rain cover lives in its own pocket.","A 25 litre pack at 780 g, with a rain cover and a hydration sleeve.",53,1,Hiking,One size,Orange,Nylon,s-daypack-orange.webp,s-daypack-orange.webp,s-daypack-orange.webp,s-daypack-orange.webp,daypack-25-orange,,,,,,
S-DAYPACK,Sports,configurable,sports,Sports,Hiking,Daypack 25,110,,1,4,2,0.8,"A 25 litre pack at 780 g, with a rain cover and a hydration sleeve. Enough room for a day in the hills, with a hip belt that carries the weight. The rain cover lives in its own pocket.","A 25 litre pack at 780 g, with a rain cover and a hydration sleeve.",0,1,Hiking,One size,,Nylon,s-daypack-green.webp,s-daypack-green.webp,s-daypack-green.webp,s-daypack-green.webp,daypack-25,S-DAYPACK-GREEN,color,Green,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,S-DAYPACK-BLUE-DARK,color,Blue Dark,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,S-DAYPACK-ORANGE,color,Orange,,,
S-SHELL-BLUE,Sports,simple,sports,Sports,,Three-layer shell Blue,260,,1,1,2,0.8,"A 20 000 mm waterproof shell with pit zips and a helmet hood. The kind of jacket you buy once. Pit zips for the climb, a hood that fits a helmet, and a lifetime repair promise.",A 20 000 mm waterproof shell with pit zips and a helmet hood.,33,1,Hiking|Cycling,,Blue,Recycled polyester,s-shell-blue.webp,s-shell-blue.webp,s-shell-blue.webp,s-shell-blue.webp,three-layer-shell-blue,,,,,,
S-SHELL-RED,Sports,simple,sports,Sports,,Three-layer shell Red,260,,1,1,2,0.8,"A 20 000 mm waterproof shell with pit zips and a helmet hood. The kind of jacket you buy once. Pit zips for the climb, a hood that fits a helmet, and a lifetime repair promise.",A 20 000 mm waterproof shell with pit zips and a helmet hood.,29,1,Hiking|Cycling,,Red,Recycled polyester,s-shell-red.webp,s-shell-red.webp,s-shell-red.webp,s-shell-red.webp,three-layer-shell-red,,,,,,
S-SHELL-BLACK,Sports,simple,sports,Sports,,Three-layer shell Black,260,,1,1,2,0.8,"A 20 000 mm waterproof shell with pit zips and a helmet hood. The kind of jacket you buy once. Pit zips for the climb, a hood that fits a helmet, and a lifetime repair promise.",A 20 000 mm waterproof shell with pit zips and a helmet hood.,22,1,Hiking|Cycling,,Black,Recycled polyester,s-shell-black.webp,s-shell-black.webp,s-shell-black.webp,s-shell-black.webp,three-layer-shell-black,,,,,,
S-SHELL,Sports,configurable,sports,Sports,Hiking,Three-layer shell,260,,1,4,2,0.8,"A 20 000 mm waterproof shell with pit zips and a helmet hood. The kind of jacket you buy once. Pit zips for the climb, a hood that fits a helmet, and a lifetime repair promise.",A 20 000 mm waterproof shell with pit zips and a helmet hood.,0,1,Hiking|Cycling,,,Recycled polyester,s-shell-blue.webp,s-shell-blue.webp,s-shell-blue.webp,s-shell-blue.webp,three-layer-shell,S-SHELL-BLUE,color,Blue,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,S-SHELL-RED,color,Red,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,S-SHELL-BLACK,color,Black,,,
,,,,Sports,Cycling,,,,,,,,,,,,,,,,,,,,,,,,,,
S-FLEECE-GREEN,Sports,simple,sports,Sports,,Grid fleece Green,90,,1,1,2,0.8,A light grid fleece that breathes on the climb. The grid traps warmth and lets sweat through. It layers under the shell without bulk.,A light grid fleece that breathes on the climb.,28,1,Hiking|Running,,Green,Recycled polyester,s-fleece-green.webp,s-fleece-green.webp,s-fleece-green.webp,s-fleece-green.webp,grid-fleece-green,,,,,,
S-FLEECE-GREY,Sports,simple,sports,Sports,,Grid fleece Grey,90,,1,1,2,0.8,A light grid fleece that breathes on the climb. The grid traps warmth and lets sweat through. It layers under the shell without bulk.,A light grid fleece that breathes on the climb.,18,1,Hiking|Running,,Grey,Recycled polyester,s-fleece-grey.webp,s-fleece-grey.webp,s-fleece-grey.webp,s-fleece-grey.webp,grid-fleece-grey,,,,,,
S-FLEECE-BLUE-DARK,Sports,simple,sports,Sports,,Grid fleece Blue Dark,90,,1,1,2,0.8,A light grid fleece that breathes on the climb. The grid traps warmth and lets sweat through. It layers under the shell without bulk.,A light grid fleece that breathes on the climb.,18,1,Hiking|Running,,Blue Dark,Recycled polyester,s-fleece-blue-dark.webp,s-fleece-blue-dark.webp,s-fleece-blue-dark.webp,s-fleece-blue-dark.webp,grid-fleece-blue-dark,,,,,,
S-FLEECE,Sports,configurable,sports,Sports,Hiking,Grid fleece,90,,1,4,2,0.8,A light grid fleece that breathes on the climb. The grid traps warmth and lets sweat through. It layers under the shell without bulk.,A light grid fleece that breathes on the climb.,0,1,Hiking|Running,,,Recycled polyester,s-fleece-green.webp,s-fleece-green.webp,s-fleece-green.webp,s-fleece-green.webp,grid-fleece,S-FLEECE-GREEN,color,Green,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,S-FLEECE-GREY,color,Grey,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,S-FLEECE-BLUE-DARK,color,Blue Dark,,,
,,,,Sports,Running,,,,,,,,,,,,,,,,,,,,,,,,,,
S-POLES,Sports,simple,sports,Sports,Hiking,Carbon poles,120,,1,4,2,0.8,"Folding carbon poles at 180 g each, with cork grips. They fold into three and fit a pack. The cork grips shape to the hand.","Folding carbon poles at 180 g each, with cork grips.",44,1,Hiking|Running,One size,Black,Nylon,s-poles.webp,s-poles.webp,s-poles.webp,s-poles.webp,carbon-poles,,,,,,
