sku,_attribute_set,_type,_product_websites,_root_category,_category,name,price,special_price,status,visibility,tax_class_id,weight,description,short_description,qty,is_in_stock,room,material,color,dimensions,size,_media_image,image,small_image,thumbnail,url_key,_super_products_sku,_super_attribute_code,_super_attribute_option,_associated_sku,_associated_default_qty,_associated_position
H-BOWLS-WHITE,Home,simple,home,Home,,"Stoneware bowls, set of 4 White",76,,1,1,2,3,"Four 18 cm bowls for soup, pasta and cereal. The same glaze as the plates, deep enough for noodles. Dishwasher safe.","Four 18 cm bowls for soup, pasta and cereal.",10,1,Kitchen,Stoneware,White,18 cm,,h-bowls-white.webp,h-bowls-white.webp,h-bowls-white.webp,h-bowls-white.webp,stoneware-bowls-set-of-4-white,,,,,,
H-BOWLS-GREY,Home,simple,home,Home,,"Stoneware bowls, set of 4 Grey",76,,1,1,2,3,"Four 18 cm bowls for soup, pasta and cereal. The same glaze as the plates, deep enough for noodles. Dishwasher safe.","Four 18 cm bowls for soup, pasta and cereal.",59,1,Kitchen,Stoneware,Grey,18 cm,,h-bowls-grey.webp,h-bowls-grey.webp,h-bowls-grey.webp,h-bowls-grey.webp,stoneware-bowls-set-of-4-grey,,,,,,
H-BOWLS,Home,configurable,home,Home,Kitchen & Dining,"Stoneware bowls, set of 4",76,,1,4,2,3,"Four 18 cm bowls for soup, pasta and cereal. The same glaze as the plates, deep enough for noodles. Dishwasher safe.","Four 18 cm bowls for soup, pasta and cereal.",0,1,Kitchen,Stoneware,,18 cm,,h-bowls-white.webp,h-bowls-white.webp,h-bowls-white.webp,h-bowls-white.webp,stoneware-bowls-set-of-4,H-BOWLS-WHITE,color,White,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,H-BOWLS-GREY,color,Grey,,,
H-MUGS,Home,simple,home,Home,Kitchen & Dining,"Stoneware mugs, set of 2",38,,1,4,2,3,Two 350 ml mugs with a comfortable handle. Thick walls keep tea warm and hands cool. Dishwasher safe.,Two 350 ml mugs with a comfortable handle.,34,1,Kitchen,Stoneware,White,350 ml,,h-mugs.webp,h-mugs.webp,h-mugs.webp,h-mugs.webp,stoneware-mugs-set-of-2,,,,,,
H-GLASSES,Home,simple,home,Home,Kitchen & Dining,"Hand-blown tumblers, set of 6",72,,1,4,2,3,"Six tumblers with a slight lean and tiny bubbles. Mouth-blown, so each one is a little different. Dishwasher safe on a gentle cycle.",Six tumblers with a slight lean and tiny bubbles.,12,1,Kitchen,Glass,White,300 ml,,h-glasses.webp,h-glasses.webp,h-glasses.webp,h-glasses.webp,hand-blown-tumblers-set-of-6,,,,,,
H-CARAFE,Home,simple,home,Home,Kitchen & Dining,Glass carafe,34,,1,4,2,3,A one-litre carafe with an oak stopper. Thin glass with a wide base and an oak stopper. It fits a fridge door.,A one-litre carafe with an oak stopper.,34,1,Kitchen,Glass,White,1 l,,h-carafe.webp,h-carafe.webp,h-carafe.webp,h-carafe.webp,glass-carafe,,,,,,
H-BOARD,Home,simple,home,Home,Kitchen & Dining,Oak serving board,58,,1,4,2,3,"A 50 cm oak board with a leather loop. Cut from one plank, oiled, with a leather loop for hanging. Wash it by hand and oil it twice a year.",A 50 cm oak board with a leather loop.,34,1,Kitchen,Oak,Brown,50 x 20 cm,,h-board.webp,h-board.webp,h-board.webp,h-board.webp,oak-serving-board,,,,,,
H-NAPKINS-OATMEAL,Home,simple,home,Home,,"Linen napkins, set of 4 Oatmeal",42,,1,1,2,3,Four 45 cm linen napkins that only get better. Stonewashed linen that absorbs and dries fast. Wash them with the sheets.,Four 45 cm linen napkins that only get better.,12,1,Kitchen,Linen,Oatmeal,45 x 45 cm,,h-napkins-oatmeal.webp,h-napkins-oatmeal.webp,h-napkins-oatmeal.webp,h-napkins-oatmeal.webp,linen-napkins-set-of-4-oatmeal,,,,,,
H-NAPKINS-WHITE,Home,simple,home,Home,,"Linen napkins, set of 4 White",42,,1,1,2,3,Four 45 cm linen napkins that only get better. Stonewashed linen that absorbs and dries fast. Wash them with the sheets.,Four 45 cm linen napkins that only get better.,56,1,Kitchen,Linen,White,45 x 45 cm,,h-napkins-white.webp,h-napkins-white.webp,h-napkins-white.webp,h-napkins-white.webp,linen-napkins-set-of-4-white,,,,,,
H-NAPKINS-GREEN,Home,simple,home,Home,,"Linen napkins, set of 4 Green",42,,1,1,2,3,Four 45 cm linen napkins that only get better. Stonewashed linen that absorbs and dries fast. Wash them with the sheets.,Four 45 cm linen napkins that only get better.,59,1,Kitchen,Linen,Green,45 x 45 cm,,h-napkins-green.webp,h-napkins-green.webp,h-napkins-green.webp,h-napkins-green.webp,linen-napkins-set-of-4-green,,,,,,
H-NAPKINS,Home,configurable,home,Home,Kitchen & Dining,"Linen napkins, set of 4",42,,1,4,2,3,Four 45 cm linen napkins that only get better. Stonewashed linen that absorbs and dries fast. Wash them with the sheets.,Four 45 cm linen napkins that only get better.,0,1,Kitchen,Linen,,45 x 45 cm,,h-napkins-oatmeal.webp,h-napkins-oatmeal.webp,h-napkins-oatmeal.webp,h-napkins-oatmeal.webp,linen-napkins-set-of-4,H-NAPKINS-OATMEAL,color,Oatmeal,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,H-NAPKINS-WHITE,color,White,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,H-NAPKINS-GREEN,color,Green,,,
H-CUTLERY,Home,simple,home,Home,Kitchen & Dining,"Brushed cutlery, 16 pieces",110,,1,4,2,3,"Four place settings in brushed stainless steel. Balanced, heavy and brushed so scratches do not show. Dishwasher safe.",Four place settings in brushed stainless steel.,29,1,Kitchen,Brass,Silver,4 settings,,h-cutlery.webp,h-cutlery.webp,h-cutlery.webp,h-cutlery.webp,brushed-cutlery-16-pieces,,,,,,
H-PENDANT-ONE-SIZE,Home,simple,home,Home,,Paper pendant lamp One size,120,,1,1,2,3,"A 45 cm washi paper pendant with a bamboo ring, bulb included. Washi paper on a bamboo frame, with a two metre cord and a warm LED bulb. It hangs from a hook or a rose.","A 45 cm washi paper pendant with a bamboo ring, bulb included.",21,1,Living room|Bedroom,Rattan,White,45 cm,One size,h-pendant.webp,h-pendant.webp,h-pendant.webp,h-pendant.webp,paper-pendant-lamp-one-size,,,,,,
H-PENDANT,Home,configurable,home,Home,Lighting,Paper pendant lamp,120,,1,4,2,3,"A 45 cm washi paper pendant with a bamboo ring, bulb included. Washi paper on a bamboo frame, with a two metre cord and a warm LED bulb. It hangs from a hook or a rose.","A 45 cm washi paper pendant with a bamboo ring, bulb included.",0,1,Living room|Bedroom,Rattan,White,45 cm,,h-pendant.webp,h-pendant.webp,h-pendant.webp,h-pendant.webp,paper-pendant-lamp,H-PENDANT-ONE-SIZE,size,One size,,,
H-TABLE-LAMP-WHITE,Home,simple,home,Home,,Ceramic table lamp White,160,,1,1,2,3,A stoneware base with a linen shade and a dimmable bulb. A stoneware base in a reactive glaze with a linen shade. The dimmer is on the cord.,A stoneware base with a linen shade and a dimmable bulb.,45,1,Living room|Bedroom,Ceramic,White,30 x 48 cm,,h-table-lamp-white.webp,h-table-lamp-white.webp,h-table-lamp-white.webp,h-table-lamp-white.webp,ceramic-table-lamp-white,,,,,,
H-TABLE-LAMP-GREEN,Home,simple,home,Home,,Ceramic table lamp Green,160,,1,1,2,3,A stoneware base with a linen shade and a dimmable bulb. A stoneware base in a reactive glaze with a linen shade. The dimmer is on the cord.,A stoneware base with a linen shade and a dimmable bulb.,23,1,Living room|Bedroom,Ceramic,Green,30 x 48 cm,,h-table-lamp-green.webp,h-table-lamp-green.webp,h-table-lamp-green.webp,h-table-lamp-green.webp,ceramic-table-lamp-green,,,,,,
H-TABLE-LAMP-CHARCOAL,Home,simple,home,Home,,Ceramic table lamp Charcoal,160,,1,1,2,3,A stoneware base with a linen shade and a dimmable bulb. A stoneware base in a reactive glaze with a linen shade. The dimmer is on the cord.,A stoneware base with a linen shade and a dimmable bulb.,40,1,Living room|Bedroom,Ceramic,Charcoal,30 x 48 cm,,h-table-lamp-charcoal.webp,h-table-lamp-charcoal.webp,h-table-lamp-charcoal.webp,h-table-lamp-charcoal.webp,ceramic-table-lamp-charcoal,,,,,,
H-TABLE-LAMP,Home,configurable,home,Home,Lighting,Ceramic table lamp,160,,1,4,2,3,A stoneware base with a linen shade and a dimmable bulb. A stoneware base in a reactive glaze with a linen shade. The dimmer is on the cord.,A stoneware base with a linen shade and a dimmable bulb.,0,1,Living room|Bedroom,Ceramic,,30 x 48 cm,,h-table-lamp-white.webp,h-table-lamp-white.webp,h-table-lamp-white.webp,h-table-lamp-white.webp,ceramic-table-lamp,H-TABLE-LAMP-WHITE,color,White,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,H-TABLE-LAMP-GREEN,color,Green,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,H-TABLE-LAMP-CHARCOAL,color,Charcoal,,,
H-FLOOR-LAMP,Home,simple,home,Home,Lighting,Oak floor lamp,290,,1,4,2,3,A tripod oak floor lamp with a linen drum shade. Solid oak legs and a linen shade of 45 cm. The switch is on the cord.,A tripod oak floor lamp with a linen drum shade.,58,1,Living room,Oak,Brown,55 x 150 cm,,h-floor-lamp.webp,h-floor-lamp.webp,h-floor-lamp.webp,h-floor-lamp.webp,oak-floor-lamp,,,,,,
H-WALL-LIGHT,Home,simple,home,Home,Lighting,Brass wall light,140,,1,4,2,3,"An adjustable brass reading light for the bedside. Solid brass that darkens with age, with a switch on the arm. Wired for a wall box.",An adjustable brass reading light for the bedside.,46,1,Bedroom,Brass,Yellow,15 x 30 cm,,h-wall-light.webp,h-wall-light.webp,h-wall-light.webp,h-wall-light.webp,brass-wall-light,,,,,,
H-RATTAN-PENDANT,Home,simple,home,Home,Lighting,Rattan pendant,180,,1,4,2,3,"A hand-woven rattan pendant, 50 cm, bulb included. Hand woven in a workshop we visit, with a two metre cord. The shadows on the ceiling are half the point.","A hand-woven rattan pendant, 50 cm, bulb included.",31,1,Kitchen|Living room,Rattan,Tan,50 cm,,h-rattan-pendant.webp,h-rattan-pendant.webp,h-rattan-pendant.webp,h-rattan-pendant.webp,rattan-pendant,,,,,,
H-CANDLE-HOLDER,Home,simple,home,Home,Lighting,"Brass candle holders, set of 3",48,,1,4,2,3,"Three heights in solid brass, for dinner candles. Solid brass that develops a patina. They hold standard dinner candles.","Three heights in solid brass, for dinner candles.",28,1,Kitchen|Living room,Brass,Yellow,"8, 12, 16 cm",,h-candle-holder.webp,h-candle-holder.webp,h-candle-holder.webp,h-candle-holder.webp,brass-candle-holders-set-of-3,,,,,,
,,,,Home,Decor,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-VASE-WHITE,Home,simple,home,Home,,Stoneware vase White,68,,1,1,2,3,"A 30 cm vase with a matte glaze, for branches. Hand thrown, with a matte glaze and a wide neck. It holds a bundle of eucalyptus or one big branch.","A 30 cm vase with a matte glaze, for branches.",56,1,Living room,Stoneware,White,30 cm,,h-vase-white.webp,h-vase-white.webp,h-vase-white.webp,h-vase-white.webp,stoneware-vase-white,,,,,,
H-VASE-CHARCOAL,Home,simple,home,Home,,Stoneware vase Charcoal,68,,1,1,2,3,"A 30 cm vase with a matte glaze, for branches. Hand thrown, with a matte glaze and a wide neck. It holds a bundle of eucalyptus or one big branch.","A 30 cm vase with a matte glaze, for branches.",34,1,Living room,Stoneware,Charcoal,30 cm,,h-vase-charcoal.webp,h-vase-charcoal.webp,h-vase-charcoal.webp,h-vase-charcoal.webp,stoneware-vase-charcoal,,,,,,
H-VASE-GREEN,Home,simple,home,Home,,Stoneware vase Green,68,,1,1,2,3,"A 30 cm vase with a matte glaze, for branches. Hand thrown, with a matte glaze and a wide neck. It holds a bundle of eucalyptus or one big branch.","A 30 cm vase with a matte glaze, for branches.",11,1,Living room,Stoneware,Green,30 cm,,h-vase-green.webp,h-vase-green.webp,h-vase-green.webp,h-vase-green.webp,stoneware-vase-green,,,,,,
H-VASE,Home,configurable,home,Home,Decor,Stoneware vase,68,,1,4,2,3,"A 30 cm vase with a matte glaze, for branches. Hand thrown, with a matte glaze and a wide neck. It holds a bundle of eucalyptus or one big branch.","A 30 cm vase with a matte glaze, for branches.",0,1,Living room,Stoneware,,30 cm,,h-vase-white.webp,h-vase-white.webp,h-vase-white.webp,h-vase-white.webp,stoneware-vase,H-VASE-WHITE,color,White,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,H-VASE-CHARCOAL,color,Charcoal,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,H-VASE-GREEN,color,Green,,,
H-MIRROR,Home,simple,home,Home,Decor,Round oak mirror,190,,1,4,2,3,A 70 cm mirror in a slim oak frame. A 20 mm oak frame with a hanging plate. It arrives with the screws and the plugs.,A 70 cm mirror in a slim oak frame.,19,1,Hallway|Bedroom,Oak,Brown,70 cm,,h-mirror.webp,h-mirror.webp,h-mirror.webp,h-mirror.webp,round-oak-mirror,,,,,,
,,,,Home,Seating,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-BASKET,Home,simple,home,Home,Decor,Rattan basket,54,,1,4,2,3,"A woven basket for logs, blankets or laundry. Hand woven rattan with two handles, 50 cm wide. Good beside the fire or the sofa.","A woven basket for logs, blankets or laundry.",38,1,Living room|Bathroom,Rattan,Tan,45 x 40 cm,,h-basket.webp,h-basket.webp,h-basket.webp,h-basket.webp,rattan-basket,,,,,,
H-RUG-OATMEAL,Home,simple,home,Home,,Wool rug Oatmeal,420,,1,1,2,3,"A flat-woven wool rug in undyed yarn. Undyed wool in two natural shades, woven flat. Available in 140 by 200 and 200 by 300 cm.",A flat-woven wool rug in undyed yarn.,18,1,Living room|Bedroom,Wool,Oatmeal,170 x 240 cm,,h-rug-oatmeal.webp,h-rug-oatmeal.webp,h-rug-oatmeal.webp,h-rug-oatmeal.webp,wool-rug-oatmeal,,,,,,
H-RUG-GREY,Home,simple,home,Home,,Wool rug Grey,420,,1,1,2,3,"A flat-woven wool rug in undyed yarn. Undyed wool in two natural shades, woven flat. Available in 140 by 200 and 200 by 300 cm.",A flat-woven wool rug in undyed yarn.,14,1,Living room|Bedroom,Wool,Grey,170 x 240 cm,,h-rug-grey.webp,h-rug-grey.webp,h-rug-grey.webp,h-rug-grey.webp,wool-rug-grey,,,,,,
H-RUG,Home,configurable,home,Home,Decor,Wool rug,420,,1,4,2,3,"A flat-woven wool rug in undyed yarn. Undyed wool in two natural shades, woven flat. Available in 140 by 200 and 200 by 300 cm.",A flat-woven wool rug in undyed yarn.,0,1,Living room|Bedroom,Wool,,170 x 240 cm,,h-rug-oatmeal.webp,h-rug-oatmeal.webp,h-rug-oatmeal.webp,h-rug-oatmeal.webp,wool-rug,H-RUG-OATMEAL,color,Oatmeal,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,H-RUG-GREY,color,Grey,,,
H-CUSHION-OATMEAL,Home,simple,home,Home,,Linen cushion Oatmeal,48,,1,1,2,3,A 50 cm linen cushion with a feather pad. A linen cover with a hidden zip over a feather pad. Six colours to match the sofa.,A 50 cm linen cushion with a feather pad.,20,1,Living room|Bedroom,Linen,Oatmeal,50 x 50 cm,,h-cushion-oatmeal.webp,h-cushion-oatmeal.webp,h-cushion-oatmeal.webp,h-cushion-oatmeal.webp,linen-cushion-oatmeal,,,,,,
H-CUSHION-GREEN,Home,simple,home,Home,,Linen cushion Green,48,,1,1,2,3,A 50 cm linen cushion with a feather pad. A linen cover with a hidden zip over a feather pad. Six colours to match the sofa.,A 50 cm linen cushion with a feather pad.,59,1,Living room|Bedroom,Linen,Green,50 x 50 cm,,h-cushion-green.webp,h-cushion-green.webp,h-cushion-green.webp,h-cushion-green.webp,linen-cushion-green,,,,,,
H-CUSHION-BLUE-DARK,Home,simple,home,Home,,Linen cushion Blue Dark,48,,1,1,2,3,A 50 cm linen cushion with a feather pad. A linen cover with a hidden zip over a feather pad. Six colours to match the sofa.,A 50 cm linen cushion with a feather pad.,39,1,Living room|Bedroom,Linen,Blue Dark,50 x 50 cm,,h-cushion-blue-dark.webp,h-cushion-blue-dark.webp,h-cushion-blue-dark.webp,h-cushion-blue-dark.webp,linen-cushion-blue-dark,,,,,,
H-CUSHION-SALMON,Home,simple,home,Home,,Linen cushion Salmon,48,,1,1,2,3,A 50 cm linen cushion with a feather pad. A linen cover with a hidden zip over a feather pad. Six colours to match the sofa.,A 50 cm linen cushion with a feather pad.,17,1,Living room|Bedroom,Linen,Salmon,50 x 50 cm,,h-cushion-salmon.webp,h-cushion-salmon.webp,h-cushion-salmon.webp,h-cushion-salmon.webp,linen-cushion-salmon,,,,,,
H-CUSHION,Home,configurable,home,Home,Decor,Linen cushion,48,,1,4,2,3,A 50 cm linen cushion with a feather pad. A linen cover with a hidden zip over a feather pad. Six colours to match the sofa.,A 50 cm linen cushion with a feather pad.,0,1,Living room|Bedroom,Linen,,50 x 50 cm,,h-cushion-oatmeal.webp,h-cushion-oatmeal.webp,h-cushion-oatmeal.webp,h-cushion-oatmeal.webp,linen-cushion,H-CUSHION-OATMEAL,color,Oatmeal,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,H-CUSHION-GREEN,color,Green,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,H-CUSHION-BLUE-DARK,color,Blue Dark,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,H-CUSHION-SALMON,color,Salmon,,,
,,,,Home,Seating,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-THROW-WHITE,Home,simple,home,Home,,Cotton throw White,90,,1,1,2,3,A waffle-weave cotton throw for the sofa. Waffle-weave cotton that gets softer with every wash. 130 by 180 cm.,A waffle-weave cotton throw for the sofa.,55,1,Living room,Linen,White,130 x 180 cm,,h-throw-white.webp,h-throw-white.webp,h-throw-white.webp,h-throw-white.webp,cotton-throw-white,,,,,,
H-THROW-GREY,Home,simple,home,Home,,Cotton throw Grey,90,,1,1,2,3,A waffle-weave cotton throw for the sofa. Waffle-weave cotton that gets softer with every wash. 130 by 180 cm.,A waffle-weave cotton throw for the sofa.,19,1,Living room,Linen,Grey,130 x 180 cm,,h-throw-grey.webp,h-throw-grey.webp,h-throw-grey.webp,h-throw-grey.webp,cotton-throw-grey,,,,,,
H-THROW-GREEN,Home,simple,home,Home,,Cotton throw Green,90,,1,1,2,3,A waffle-weave cotton throw for the sofa. Waffle-weave cotton that gets softer with every wash. 130 by 180 cm.,A waffle-weave cotton throw for the sofa.,47,1,Living room,Linen,Green,130 x 180 cm,,h-throw-green.webp,h-throw-green.webp,h-throw-green.webp,h-throw-green.webp,cotton-throw-green,,,,,,
H-THROW,Home,configurable,home,Home,Decor,Cotton throw,90,,1,4,2,3,A waffle-weave cotton throw for the sofa. Waffle-weave cotton that gets softer with every wash. 130 by 180 cm.,A waffle-weave cotton throw for the sofa.,0,1,Living room,Linen,,130 x 180 cm,,h-throw-white.webp,h-throw-white.webp,h-throw-white.webp,h-throw-white.webp,cotton-throw,H-THROW-WHITE,color,White,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,H-THROW-GREY,color,Grey,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,H-THROW-GREEN,color,Green,,,
,,,,Home,Bedding,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-HOOKS,Home,simple,home,Home,Decor,"Oak wall hooks, set of 3",36,,1,4,2,3,"Three turned oak hooks with brass screws. Turned from a single piece of oak, with brass screws and plugs. They hold a heavy coat.",Three turned oak hooks with brass screws.,37,1,Hallway|Bathroom,Oak,Brown,5 cm,,h-hooks.webp,h-hooks.webp,h-hooks.webp,h-hooks.webp,oak-wall-hooks-set-of-3,,,,,,
H-BATH-MAT,Home,simple,home,Home,Decor,Cotton bath mat,40,,1,4,2,3,"A thick cotton mat that dries by lunchtime. Thick combed cotton, 50 by 80 cm. Washes at sixty degrees.",A thick cotton mat that dries by lunchtime.,55,1,Bathroom,Linen,White,50 x 80 cm,,h-bath-mat.webp,h-bath-mat.webp,h-bath-mat.webp,h-bath-mat.webp,cotton-bath-mat,,,,,,
H-TABLE-SET,Home,grouped,home,Home,Furniture,The dining set,2100,,1,4,2,3,"The oak table and four ash chairs, together. The table and four chairs together, at a saving. Delivered to the room of your choice.","The oak table and four ash chairs, together.",0,1,Kitchen,Oak,Brown,,,h-table-set.webp,h-table-set.webp,h-table-set.webp,h-table-set.webp,the-dining-set,,,,H-DINING-TABLE-OAK,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H-DINING-CHAIR-OATMEAL,1,2
,,,,Home,Kitchen & Dining,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-BED-SET,Home,grouped,home,Home,Bedding,The bed set,640,,1,4,2,3,"Sheets, duvet cover and two pillows in one order. A sheet set, a duvet cover and two pillows in one order. Choose the size and the linen colour.","Sheets, duvet cover and two pillows in one order.",0,1,Bedroom,Linen,White,,,h-bed-set.webp,h-bed-set.webp,h-bed-set.webp,h-bed-set.webp,the-bed-set,,,,H-LINEN-SHEETS-WHITE,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H-DUVET-COVER-WHITE,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H-PILLOW,1,3
H-GIFT-CARD,Home,virtual,home,Home,Decor,Hearthstone gift card,100,,1,4,2,3,"A gift card by email, for a piece they choose. Delivered by email within the hour, with a message of your own. Valid for a year in the store.","A gift card by email, for a piece they choose.",40,1,,,,,,h-gift-card.webp,h-gift-card.webp,h-gift-card.webp,h-gift-card.webp,hearthstone-gift-card,,,,,,
