sku,_product_websites,_root_category,_category,_store,name,price,status,visibility,tax_class_id,weight,description,short_description
M-LINEN-BLAZER-OATMEAL,base,,,,Ashford linen blazer Oatmeal,249,1,1,2,1,"An unstructured linen blazer with patch pockets and a half lining. Creases are part of the look. No shoulder pads, a single vent and a half lining in cotton. Dry clean or steam.",An unstructured linen blazer with patch pockets and a half lining.
,,,,,,,,,,,,
,,,,fr,Veste en lin Ashford Avoine,,,,,,"Une veste en lin déstructurée, poches plaquées et demi-doublure. Les plis font partie du style. Sans épaulettes, une fente au dos et une demi-doublure en coton. Nettoyage à sec ou vapeur.","Une veste en lin déstructurée, poches plaquées et demi-doublure."
,,,,de,Ashford Leinenblazer Haferbeige,,,,,,"Ein unkonstruierter Leinenblazer mit aufgesetzten Taschen und Halbfutter. Knitter gehören dazu. Ohne Schulterpolster, mit einem Rückenschlitz und Halbfutter aus Baumwolle. Chemisch reinigen oder dämpfen.",Ein unkonstruierter Leinenblazer mit aufgesetzten Taschen und Halbfutter.
,,,,it,Giacca di lino Ashford Avena,,,,,,"Una giacca di lino destrutturata, con tasche applicate e mezza fodera. Le pieghe fanno parte del look. Senza spalline, con uno spacco dietro e mezza fodera in cotone. Lavaggio a secco o vapore.","Una giacca di lino destrutturata, con tasche applicate e mezza fodera."
M-LINEN-BLAZER-BLUE-DARK,base,,,,Ashford linen blazer Blue Dark,249,1,1,2,1,"An unstructured linen blazer with patch pockets and a half lining. Creases are part of the look. No shoulder pads, a single vent and a half lining in cotton. Dry clean or steam.",An unstructured linen blazer with patch pockets and a half lining.
,,,,,,,,,,,,
,,,,fr,Veste en lin Ashford Bleu foncé,,,,,,"Une veste en lin déstructurée, poches plaquées et demi-doublure. Les plis font partie du style. Sans épaulettes, une fente au dos et une demi-doublure en coton. Nettoyage à sec ou vapeur.","Une veste en lin déstructurée, poches plaquées et demi-doublure."
,,,,de,Ashford Leinenblazer Dunkelblau,,,,,,"Ein unkonstruierter Leinenblazer mit aufgesetzten Taschen und Halbfutter. Knitter gehören dazu. Ohne Schulterpolster, mit einem Rückenschlitz und Halbfutter aus Baumwolle. Chemisch reinigen oder dämpfen.",Ein unkonstruierter Leinenblazer mit aufgesetzten Taschen und Halbfutter.
,,,,it,Giacca di lino Ashford Blu scuro,,,,,,"Una giacca di lino destrutturata, con tasche applicate e mezza fodera. Le pieghe fanno parte del look. Senza spalline, con uno spacco dietro e mezza fodera in cotone. Lavaggio a secco o vapore.","Una giacca di lino destrutturata, con tasche applicate e mezza fodera."
M-LINEN-BLAZER,base,Default Category,Fashion/Men/Blazers,,Ashford linen blazer,249,1,4,2,1,"An unstructured linen blazer with patch pockets and a half lining. Creases are part of the look. No shoulder pads, a single vent and a half lining in cotton. Dry clean or steam.",An unstructured linen blazer with patch pockets and a half lining.
,,,,,,,,,,,,
,,,,fr,Veste en lin Ashford,,,,,,"Une veste en lin déstructurée, poches plaquées et demi-doublure. Les plis font partie du style. Sans épaulettes, une fente au dos et une demi-doublure en coton. Nettoyage à sec ou vapeur.","Une veste en lin déstructurée, poches plaquées et demi-doublure."
,,,,de,Ashford Leinenblazer,,,,,,"Ein unkonstruierter Leinenblazer mit aufgesetzten Taschen und Halbfutter. Knitter gehören dazu. Ohne Schulterpolster, mit einem Rückenschlitz und Halbfutter aus Baumwolle. Chemisch reinigen oder dämpfen.",Ein unkonstruierter Leinenblazer mit aufgesetzten Taschen und Halbfutter.
,,,,it,Giacca di lino Ashford,,,,,,"Una giacca di lino destrutturata, con tasche applicate e mezza fodera. Le pieghe fanno parte del look. Senza spalline, con uno spacco dietro e mezza fodera in cotone. Lavaggio a secco o vapore.","Una giacca di lino destrutturata, con tasche applicate e mezza fodera."
M-KNIT-BLAZER-S,base,,,,Nordlys knit blazer S,199,1,1,2,1,A jersey knit blazer in merino wool that moves like a cardigan and looks like a jacket. A milano-stitch merino with patch pockets and no lining. Hand wash or wool cycle.,A jersey knit blazer in merino wool that moves like a cardigan and looks like a jacket.
,,,,,,,,,,,,
,,,,fr,Veste en maille Nordlys S,,,,,,"Une veste en maille de mérinos qui bouge comme un cardigan et se porte comme une veste. Un mérinos point milano, poches plaquées et sans doublure. Lavage à la main ou cycle laine.",Une veste en maille de mérinos qui bouge comme un cardigan et se porte comme une veste.
,,,,de,Nordlys Strickblazer S,,,,,,"Ein Strickblazer aus Merinowolle, der sich wie eine Strickjacke bewegt und wie ein Sakko aussieht. Ein Merino im Milanostich mit aufgesetzten Taschen und ohne Futter. Handwäsche oder Wollprogramm.","Ein Strickblazer aus Merinowolle, der sich wie eine Strickjacke bewegt und wie ein Sakko aussieht."
,,,,it,Giacca in maglia Nordlys S,,,,,,Una giacca in maglia di merino che si muove come un cardigan e sembra una giacca. Un merino a punto milano con tasche applicate e senza fodera. Lavaggio a mano o programma lana.,Una giacca in maglia di merino che si muove come un cardigan e sembra una giacca.
M-KNIT-BLAZER-M,base,,,,Nordlys knit blazer M,199,1,1,2,1,A jersey knit blazer in merino wool that moves like a cardigan and looks like a jacket. A milano-stitch merino with patch pockets and no lining. Hand wash or wool cycle.,A jersey knit blazer in merino wool that moves like a cardigan and looks like a jacket.
,,,,,,,,,,,,
,,,,fr,Veste en maille Nordlys M,,,,,,"Une veste en maille de mérinos qui bouge comme un cardigan et se porte comme une veste. Un mérinos point milano, poches plaquées et sans doublure. Lavage à la main ou cycle laine.",Une veste en maille de mérinos qui bouge comme un cardigan et se porte comme une veste.
,,,,de,Nordlys Strickblazer M,,,,,,"Ein Strickblazer aus Merinowolle, der sich wie eine Strickjacke bewegt und wie ein Sakko aussieht. Ein Merino im Milanostich mit aufgesetzten Taschen und ohne Futter. Handwäsche oder Wollprogramm.","Ein Strickblazer aus Merinowolle, der sich wie eine Strickjacke bewegt und wie ein Sakko aussieht."
,,,,it,Giacca in maglia Nordlys M,,,,,,Una giacca in maglia di merino che si muove come un cardigan e sembra una giacca. Un merino a punto milano con tasche applicate e senza fodera. Lavaggio a mano o programma lana.,Una giacca in maglia di merino che si muove come un cardigan e sembra una giacca.
M-KNIT-BLAZER-L,base,,,,Nordlys knit blazer L,199,1,1,2,1,A jersey knit blazer in merino wool that moves like a cardigan and looks like a jacket. A milano-stitch merino with patch pockets and no lining. Hand wash or wool cycle.,A jersey knit blazer in merino wool that moves like a cardigan and looks like a jacket.
,,,,,,,,,,,,
,,,,fr,Veste en maille Nordlys L,,,,,,"Une veste en maille de mérinos qui bouge comme un cardigan et se porte comme une veste. Un mérinos point milano, poches plaquées et sans doublure. Lavage à la main ou cycle laine.",Une veste en maille de mérinos qui bouge comme un cardigan et se porte comme une veste.
,,,,de,Nordlys Strickblazer L,,,,,,"Ein Strickblazer aus Merinowolle, der sich wie eine Strickjacke bewegt und wie ein Sakko aussieht. Ein Merino im Milanostich mit aufgesetzten Taschen und ohne Futter. Handwäsche oder Wollprogramm.","Ein Strickblazer aus Merinowolle, der sich wie eine Strickjacke bewegt und wie ein Sakko aussieht."
,,,,it,Giacca in maglia Nordlys L,,,,,,Una giacca in maglia di merino che si muove come un cardigan e sembra una giacca. Un merino a punto milano con tasche applicate e senza fodera. Lavaggio a mano o programma lana.,Una giacca in maglia di merino che si muove come un cardigan e sembra una giacca.
M-KNIT-BLAZER-XL,base,,,,Nordlys knit blazer XL,199,1,1,2,1,A jersey knit blazer in merino wool that moves like a cardigan and looks like a jacket. A milano-stitch merino with patch pockets and no lining. Hand wash or wool cycle.,A jersey knit blazer in merino wool that moves like a cardigan and looks like a jacket.
,,,,,,,,,,,,
,,,,fr,Veste en maille Nordlys XL,,,,,,"Une veste en maille de mérinos qui bouge comme un cardigan et se porte comme une veste. Un mérinos point milano, poches plaquées et sans doublure. Lavage à la main ou cycle laine.",Une veste en maille de mérinos qui bouge comme un cardigan et se porte comme une veste.
,,,,de,Nordlys Strickblazer XL,,,,,,"Ein Strickblazer aus Merinowolle, der sich wie eine Strickjacke bewegt und wie ein Sakko aussieht. Ein Merino im Milanostich mit aufgesetzten Taschen und ohne Futter. Handwäsche oder Wollprogramm.","Ein Strickblazer aus Merinowolle, der sich wie eine Strickjacke bewegt und wie ein Sakko aussieht."
,,,,it,Giacca in maglia Nordlys XL,,,,,,Una giacca in maglia di merino che si muove come un cardigan e sembra una giacca. Un merino a punto milano con tasche applicate e senza fodera. Lavaggio a mano o programma lana.,Una giacca in maglia di merino che si muove come un cardigan e sembra una giacca.
M-KNIT-BLAZER,base,Default Category,Fashion/Men/Blazers,,Nordlys knit blazer,199,1,4,2,1,A jersey knit blazer in merino wool that moves like a cardigan and looks like a jacket. A milano-stitch merino with patch pockets and no lining. Hand wash or wool cycle.,A jersey knit blazer in merino wool that moves like a cardigan and looks like a jacket.
,,Default Category,Fashion/Men/New Arrivals,,,,,,,,,
,,,,fr,Veste en maille Nordlys,,,,,,"Une veste en maille de mérinos qui bouge comme un cardigan et se porte comme une veste. Un mérinos point milano, poches plaquées et sans doublure. Lavage à la main ou cycle laine.",Une veste en maille de mérinos qui bouge comme un cardigan et se porte comme une veste.
,,,,de,Nordlys Strickblazer,,,,,,"Ein Strickblazer aus Merinowolle, der sich wie eine Strickjacke bewegt und wie ein Sakko aussieht. Ein Merino im Milanostich mit aufgesetzten Taschen und ohne Futter. Handwäsche oder Wollprogramm.","Ein Strickblazer aus Merinowolle, der sich wie eine Strickjacke bewegt und wie ein Sakko aussieht."
,,,,it,Giacca in maglia Nordlys,,,,,,Una giacca in maglia di merino che si muove come un cardigan e sembra una giacca. Un merino a punto milano con tasche applicate e senza fodera. Lavaggio a mano o programma lana.,Una giacca in maglia di merino che si muove come un cardigan e sembra una giacca.
M-FIELD-JACKET-GREEN,base,,,,Halden field jacket Green,229,1,1,2,1,A four-pocket field jacket in waxed cotton with a corduroy collar. Waxed cotton that sheds rain and darkens with age. Re-wax it once a year and it lasts decades.,A four-pocket field jacket in waxed cotton with a corduroy collar.
,,,,,,,,,,,,
,,,,fr,Veste de terrain Halden Vert,,,,,,"Une veste de terrain à quatre poches en coton huilé, col en velours côtelé. Un coton huilé qui repousse la pluie et fonce avec le temps. Réhuilez-la une fois par an et elle dure des décennies.","Une veste de terrain à quatre poches en coton huilé, col en velours côtelé."
,,,,de,Halden Fieldjacket Grün,,,,,,"Eine Fieldjacket mit vier Taschen aus gewachster Baumwolle und Cordkragen. Gewachste Baumwolle, die Regen abweist und mit den Jahren nachdunkelt. Einmal im Jahr nachwachsen und sie hält Jahrzehnte.",Eine Fieldjacket mit vier Taschen aus gewachster Baumwolle und Cordkragen.
,,,,it,Giacca field Halden Verde,,,,,,"Una giacca field a quattro tasche in cotone cerato, con collo in velluto a coste. Cotone cerato che respinge la pioggia e si scurisce con gli anni. Ricera una volta lanno e dura decenni.","Una giacca field a quattro tasche in cotone cerato, con collo in velluto a coste."
M-FIELD-JACKET-TAN,base,,,,Halden field jacket Tan,229,1,1,2,1,A four-pocket field jacket in waxed cotton with a corduroy collar. Waxed cotton that sheds rain and darkens with age. Re-wax it once a year and it lasts decades.,A four-pocket field jacket in waxed cotton with a corduroy collar.
,,,,,,,,,,,,
,,,,fr,Veste de terrain Halden Fauve,,,,,,"Une veste de terrain à quatre poches en coton huilé, col en velours côtelé. Un coton huilé qui repousse la pluie et fonce avec le temps. Réhuilez-la une fois par an et elle dure des décennies.","Une veste de terrain à quatre poches en coton huilé, col en velours côtelé."
,,,,de,Halden Fieldjacket Hellbraun,,,,,,"Eine Fieldjacket mit vier Taschen aus gewachster Baumwolle und Cordkragen. Gewachste Baumwolle, die Regen abweist und mit den Jahren nachdunkelt. Einmal im Jahr nachwachsen und sie hält Jahrzehnte.",Eine Fieldjacket mit vier Taschen aus gewachster Baumwolle und Cordkragen.
,,,,it,Giacca field Halden Cuoio,,,,,,"Una giacca field a quattro tasche in cotone cerato, con collo in velluto a coste. Cotone cerato che respinge la pioggia e si scurisce con gli anni. Ricera una volta lanno e dura decenni.","Una giacca field a quattro tasche in cotone cerato, con collo in velluto a coste."
M-FIELD-JACKET,base,Default Category,Fashion/Men/Blazers,,Halden field jacket,229,1,4,2,1,A four-pocket field jacket in waxed cotton with a corduroy collar. Waxed cotton that sheds rain and darkens with age. Re-wax it once a year and it lasts decades.,A four-pocket field jacket in waxed cotton with a corduroy collar.
,,,,,,,,,,,,
,,,,fr,Veste de terrain Halden,,,,,,"Une veste de terrain à quatre poches en coton huilé, col en velours côtelé. Un coton huilé qui repousse la pluie et fonce avec le temps. Réhuilez-la une fois par an et elle dure des décennies.","Une veste de terrain à quatre poches en coton huilé, col en velours côtelé."
,,,,de,Halden Fieldjacket,,,,,,"Eine Fieldjacket mit vier Taschen aus gewachster Baumwolle und Cordkragen. Gewachste Baumwolle, die Regen abweist und mit den Jahren nachdunkelt. Einmal im Jahr nachwachsen und sie hält Jahrzehnte.",Eine Fieldjacket mit vier Taschen aus gewachster Baumwolle und Cordkragen.
,,,,it,Giacca field Halden,,,,,,"Una giacca field a quattro tasche in cotone cerato, con collo in velluto a coste. Cotone cerato che respinge la pioggia e si scurisce con gli anni. Ricera una volta lanno e dura decenni.","Una giacca field a quattro tasche in cotone cerato, con collo in velluto a coste."
A-ROUND-SUN-BROWN,base,,,,Ottavia round sunglasses Brown,139,1,1,2,1,Round acetate sunglasses with polarised lenses and a keyhole bridge. Hand-polished acetate with five-barrel hinges and category three lenses. A hard case and a cloth are included.,Round acetate sunglasses with polarised lenses and a keyhole bridge.
,,,,,,,,,,,,
,,,,fr,Lunettes de soleil rondes Ottavia Marron,,,,,,"Des lunettes de soleil rondes en acétate, verres polarisés et pont en trou de serrure. Un acétate poli à la main, charnières à cinq tenons et verres de catégorie trois. Un étui rigide et un chiffon sont inclus.","Des lunettes de soleil rondes en acétate, verres polarisés et pont en trou de serrure."
,,,,de,"Ottavia Sonnenbrille, rund Braun",,,,,,Eine runde Sonnenbrille aus Acetat mit polarisierten Gläsern und Keyhole-Steg. Handpoliertes Acetat mit Fünfnietscharnieren und Gläsern der Kategorie drei. Hartschalenetui und Tuch liegen bei.,Eine runde Sonnenbrille aus Acetat mit polarisierten Gläsern und Keyhole-Steg.
,,,,it,Occhiali da sole tondi Ottavia Marrone,,,,,,"Occhiali da sole tondi in acetato, con lenti polarizzate e ponte a goccia. Acetato lucidato a mano, cerniere a cinque perni e lenti di categoria tre. Custodia rigida e panno inclusi.","Occhiali da sole tondi in acetato, con lenti polarizzate e ponte a goccia."
A-ROUND-SUN-BLACK,base,,,,Ottavia round sunglasses Black,139,1,1,2,1,Round acetate sunglasses with polarised lenses and a keyhole bridge. Hand-polished acetate with five-barrel hinges and category three lenses. A hard case and a cloth are included.,Round acetate sunglasses with polarised lenses and a keyhole bridge.
,,,,,,,,,,,,
,,,,fr,Lunettes de soleil rondes Ottavia Noir,,,,,,"Des lunettes de soleil rondes en acétate, verres polarisés et pont en trou de serrure. Un acétate poli à la main, charnières à cinq tenons et verres de catégorie trois. Un étui rigide et un chiffon sont inclus.","Des lunettes de soleil rondes en acétate, verres polarisés et pont en trou de serrure."
,,,,de,"Ottavia Sonnenbrille, rund Schwarz",,,,,,Eine runde Sonnenbrille aus Acetat mit polarisierten Gläsern und Keyhole-Steg. Handpoliertes Acetat mit Fünfnietscharnieren und Gläsern der Kategorie drei. Hartschalenetui und Tuch liegen bei.,Eine runde Sonnenbrille aus Acetat mit polarisierten Gläsern und Keyhole-Steg.
,,,,it,Occhiali da sole tondi Ottavia Nero,,,,,,"Occhiali da sole tondi in acetato, con lenti polarizzate e ponte a goccia. Acetato lucidato a mano, cerniere a cinque perni e lenti di categoria tre. Custodia rigida e panno inclusi.","Occhiali da sole tondi in acetato, con lenti polarizzate e ponte a goccia."
A-ROUND-SUN,base,Default Category,Fashion/Accessories/Eyewear,,Ottavia round sunglasses,139,1,4,2,1,Round acetate sunglasses with polarised lenses and a keyhole bridge. Hand-polished acetate with five-barrel hinges and category three lenses. A hard case and a cloth are included.,Round acetate sunglasses with polarised lenses and a keyhole bridge.
,,,,,,,,,,,,
,,,,fr,Lunettes de soleil rondes Ottavia,,,,,,"Des lunettes de soleil rondes en acétate, verres polarisés et pont en trou de serrure. Un acétate poli à la main, charnières à cinq tenons et verres de catégorie trois. Un étui rigide et un chiffon sont inclus.","Des lunettes de soleil rondes en acétate, verres polarisés et pont en trou de serrure."
,,,,de,"Ottavia Sonnenbrille, rund",,,,,,Eine runde Sonnenbrille aus Acetat mit polarisierten Gläsern und Keyhole-Steg. Handpoliertes Acetat mit Fünfnietscharnieren und Gläsern der Kategorie drei. Hartschalenetui und Tuch liegen bei.,Eine runde Sonnenbrille aus Acetat mit polarisierten Gläsern und Keyhole-Steg.
,,,,it,Occhiali da sole tondi Ottavia,,,,,,"Occhiali da sole tondi in acetato, con lenti polarizzate e ponte a goccia. Acetato lucidato a mano, cerniere a cinque perni e lenti di categoria tre. Custodia rigida e panno inclusi.","Occhiali da sole tondi in acetato, con lenti polarizzate e ponte a goccia."
A-AVIATOR,base,Default Category,Fashion/Accessories/Eyewear,,Ottavia aviator sunglasses,149,1,4,2,1,Slim steel aviators with green glass lenses and a double bridge. Steel frames with adjustable nose pads and mineral glass lenses. A hard case and a cloth are included.,Slim steel aviators with green glass lenses and a double bridge.
,,,,,,,,,,,,
,,,,fr,Lunettes de soleil aviateur Ottavia,,,,,,"Des lunettes aviateur fines en acier, verres minéraux verts et double pont. Une monture en acier avec plaquettes réglables et verres en verre minéral. Un étui rigide et un chiffon sont inclus.","Des lunettes aviateur fines en acier, verres minéraux verts et double pont."
,,,,de,Ottavia Pilotenbrille,,,,,,Eine schmale Pilotenbrille aus Stahl mit grünen Glasgläsern und Doppelsteg. Stahlfassung mit verstellbaren Nasenpads und mineralischen Gläsern. Hartschalenetui und Tuch liegen bei.,Eine schmale Pilotenbrille aus Stahl mit grünen Glasgläsern und Doppelsteg.
,,,,it,Occhiali da sole aviator Ottavia,,,,,,"Occhiali aviator sottili in acciaio, con lenti in vetro verde e doppio ponte. Montatura in acciaio con naselli regolabili e lenti minerali. Custodia rigida e panno inclusi.","Occhiali aviator sottili in acciaio, con lenti in vetro verde e doppio ponte."
A-SQUARE-SUN-BLACK,base,,,,Ottavia square sunglasses Black,129,1,1,2,1,Bold square sunglasses in polished acetate with grey gradient lenses. Thick acetate frames with a keyhole bridge and category three lenses. A hard case and a cloth are included.,Bold square sunglasses in polished acetate with grey gradient lenses.
,,,,,,,,,,,,
,,,,fr,Lunettes de soleil carrées Ottavia Noir,,,,,,"Des lunettes de soleil carrées affirmées en acétate poli, verres gris dégradés. Une monture épaisse en acétate avec un pont en trou de serrure et des verres de catégorie trois. Un étui rigide et un chiffon sont inclus.","Des lunettes de soleil carrées affirmées en acétate poli, verres gris dégradés."
,,,,de,"Ottavia Sonnenbrille, eckig Schwarz",,,,,,Eine markante eckige Sonnenbrille aus poliertem Acetat mit grauen Verlaufsgläsern. Dicke Acetatfassung mit Keyhole-Steg und Gläsern der Kategorie drei. Hartschalenetui und Tuch liegen bei.,Eine markante eckige Sonnenbrille aus poliertem Acetat mit grauen Verlaufsgläsern.
,,,,it,Occhiali da sole quadrati Ottavia Nero,,,,,,"Occhiali da sole quadrati e decisi in acetato lucido, con lenti grigie sfumate. Montatura spessa in acetato con ponte a goccia e lenti di categoria tre. Custodia rigida e panno inclusi.","Occhiali da sole quadrati e decisi in acetato lucido, con lenti grigie sfumate."
A-SQUARE-SUN-IVORY,base,,,,Ottavia square sunglasses Ivory,129,1,1,2,1,Bold square sunglasses in polished acetate with grey gradient lenses. Thick acetate frames with a keyhole bridge and category three lenses. A hard case and a cloth are included.,Bold square sunglasses in polished acetate with grey gradient lenses.
,,,,,,,,,,,,
,,,,fr,Lunettes de soleil carrées Ottavia Ivoire,,,,,,"Des lunettes de soleil carrées affirmées en acétate poli, verres gris dégradés. Une monture épaisse en acétate avec un pont en trou de serrure et des verres de catégorie trois. Un étui rigide et un chiffon sont inclus.","Des lunettes de soleil carrées affirmées en acétate poli, verres gris dégradés."
,,,,de,"Ottavia Sonnenbrille, eckig Elfenbein",,,,,,Eine markante eckige Sonnenbrille aus poliertem Acetat mit grauen Verlaufsgläsern. Dicke Acetatfassung mit Keyhole-Steg und Gläsern der Kategorie drei. Hartschalenetui und Tuch liegen bei.,Eine markante eckige Sonnenbrille aus poliertem Acetat mit grauen Verlaufsgläsern.
,,,,it,Occhiali da sole quadrati Ottavia Avorio,,,,,,"Occhiali da sole quadrati e decisi in acetato lucido, con lenti grigie sfumate. Montatura spessa in acetato con ponte a goccia e lenti di categoria tre. Custodia rigida e panno inclusi.","Occhiali da sole quadrati e decisi in acetato lucido, con lenti grigie sfumate."
A-SQUARE-SUN,base,Default Category,Fashion/Accessories/Eyewear,,Ottavia square sunglasses,129,1,4,2,1,Bold square sunglasses in polished acetate with grey gradient lenses. Thick acetate frames with a keyhole bridge and category three lenses. A hard case and a cloth are included.,Bold square sunglasses in polished acetate with grey gradient lenses.
,,,,,,,,,,,,
,,,,fr,Lunettes de soleil carrées Ottavia,,,,,,"Des lunettes de soleil carrées affirmées en acétate poli, verres gris dégradés. Une monture épaisse en acétate avec un pont en trou de serrure et des verres de catégorie trois. Un étui rigide et un chiffon sont inclus.","Des lunettes de soleil carrées affirmées en acétate poli, verres gris dégradés."
,,,,de,"Ottavia Sonnenbrille, eckig",,,,,,Eine markante eckige Sonnenbrille aus poliertem Acetat mit grauen Verlaufsgläsern. Dicke Acetatfassung mit Keyhole-Steg und Gläsern der Kategorie drei. Hartschalenetui und Tuch liegen bei.,Eine markante eckige Sonnenbrille aus poliertem Acetat mit grauen Verlaufsgläsern.
,,,,it,Occhiali da sole quadrati Ottavia,,,,,,"Occhiali da sole quadrati e decisi in acetato lucido, con lenti grigie sfumate. Montatura spessa in acetato con ponte a goccia e lenti di categoria tre. Custodia rigida e panno inclusi.","Occhiali da sole quadrati e decisi in acetato lucido, con lenti grigie sfumate."
A-READING,base,Default Category,Fashion/Accessories/Eyewear,,Ottavia reading glasses,59,1,4,2,1,"Lightweight reading glasses in a panto shape, with a cloth case. Available from +1.0 to +3.0 in half steps. The lenses are scratch coated.","Lightweight reading glasses in a panto shape, with a cloth case."
,,,,,,,,,,,,
,,,,fr,Lunettes de lecture Ottavia,,,,,,"Des lunettes de lecture légères de forme panto, avec un étui en tissu. Disponibles de +1,0 à +3,0 par demi-degrés. Les verres reçoivent un traitement anti-rayures.","Des lunettes de lecture légères de forme panto, avec un étui en tissu."
,,,,de,Ottavia Lesebrille,,,,,,"Eine leichte Lesebrille in Panto-Form, mit Stoffetui. Erhältlich von +1,0 bis +3,0 in halben Schritten. Die Gläser sind kratzfest beschichtet.","Eine leichte Lesebrille in Panto-Form, mit Stoffetui."
,,,,it,Occhiali da lettura Ottavia,,,,,,"Occhiali da lettura leggeri di forma panto, con custodia in tessuto. Disponibili da +1,0 a +3,0 a mezzi passi. Le lenti hanno un trattamento antigraffio.","Occhiali da lettura leggeri di forma panto, con custodia in tessuto."
A-CHAIN-NECK,base,Default Category,Fashion/Accessories/Jewelry,,Meridian curb chain,89,1,4,2,1,"A slim curb chain in gold-plated sterling silver, 45 cm. A 3 mm curb link with a lobster clasp, plated in 18 karat gold. Wear it alone or under a shirt.","A slim curb chain in gold-plated sterling silver, 45 cm."
,,,,,,,,,,,,
,,,,fr,Chaîne gourmette Meridian,,,,,,"Une fine chaîne gourmette en argent massif plaqué or, 45 cm. Une maille gourmette de 3 mm avec un fermoir mousqueton, plaquée or 18 carats. À porter seule ou sous une chemise.","Une fine chaîne gourmette en argent massif plaqué or, 45 cm."
,,,,de,Meridian Panzerkette,,,,,,"Eine schmale Panzerkette aus vergoldetem Sterlingsilber, 45 cm. Ein 3-mm-Panzerglied mit Karabinerverschluss, vergoldet mit 18 Karat. Allein oder unter dem Hemd zu tragen.","Eine schmale Panzerkette aus vergoldetem Sterlingsilber, 45 cm."
,,,,it,Catena grumette Meridian,,,,,,"Una catena grumette sottile in argento sterling dorato, 45 cm. Maglia grumette da 3 mm con chiusura a moschettone, placcata in oro 18 carati. Da portare da sola o sotto la camicia.","Una catena grumette sottile in argento sterling dorato, 45 cm."
A-SIGNET-RING-SILVER,base,,,,Halden signet ring Silver,119,1,1,2,1,"A square signet ring in solid sterling silver, plain face for engraving. A 12 mm square face, polished, on a solid band. Engraving is free and takes three days.","A square signet ring in solid sterling silver, plain face for engraving."
,,,,,,,,,,,,
,,,,fr,Chevalière Halden Argent,,,,,,"Une chevalière carrée en argent massif, plateau lisse à graver. Un plateau carré de 12 mm, poli, sur un anneau plein. La gravure est offerte et prend trois jours.","Une chevalière carrée en argent massif, plateau lisse à graver."
,,,,de,Halden Siegelring Silber,,,,,,"Ein eckiger Siegelring aus massivem Sterlingsilber, mit glatter Platte zum Gravieren. Eine 12-mm-Quadratplatte, poliert, auf einem massiven Ring. Die Gravur ist kostenlos und dauert drei Tage.","Ein eckiger Siegelring aus massivem Sterlingsilber, mit glatter Platte zum Gravieren."
,,,,it,Anello chevalier Halden Argento,,,,,,"Un anello chevalier quadrato in argento sterling massiccio, con piano liscio da incidere. Piano quadrato da 12 mm, lucido, su una fascia piena. L'incisione è gratuita e richiede tre giorni.","Un anello chevalier quadrato in argento sterling massiccio, con piano liscio da incidere."
A-SIGNET-RING-YELLOW,base,,,,Halden signet ring Yellow,119,1,1,2,1,"A square signet ring in solid sterling silver, plain face for engraving. A 12 mm square face, polished, on a solid band. Engraving is free and takes three days.","A square signet ring in solid sterling silver, plain face for engraving."
,,,,,,,,,,,,
,,,,fr,Chevalière Halden Jaune,,,,,,"Une chevalière carrée en argent massif, plateau lisse à graver. Un plateau carré de 12 mm, poli, sur un anneau plein. La gravure est offerte et prend trois jours.","Une chevalière carrée en argent massif, plateau lisse à graver."
,,,,de,Halden Siegelring Gelb,,,,,,"Ein eckiger Siegelring aus massivem Sterlingsilber, mit glatter Platte zum Gravieren. Eine 12-mm-Quadratplatte, poliert, auf einem massiven Ring. Die Gravur ist kostenlos und dauert drei Tage.","Ein eckiger Siegelring aus massivem Sterlingsilber, mit glatter Platte zum Gravieren."
,,,,it,Anello chevalier Halden Giallo,,,,,,"Un anello chevalier quadrato in argento sterling massiccio, con piano liscio da incidere. Piano quadrato da 12 mm, lucido, su una fascia piena. L'incisione è gratuita e richiede tre giorni.","Un anello chevalier quadrato in argento sterling massiccio, con piano liscio da incidere."
A-SIGNET-RING,base,Default Category,Fashion/Accessories/Jewelry,,Halden signet ring,119,1,4,2,1,"A square signet ring in solid sterling silver, plain face for engraving. A 12 mm square face, polished, on a solid band. Engraving is free and takes three days.","A square signet ring in solid sterling silver, plain face for engraving."
,,,,,,,,,,,,
,,,,fr,Chevalière Halden,,,,,,"Une chevalière carrée en argent massif, plateau lisse à graver. Un plateau carré de 12 mm, poli, sur un anneau plein. La gravure est offerte et prend trois jours.","Une chevalière carrée en argent massif, plateau lisse à graver."
,,,,de,Halden Siegelring,,,,,,"Ein eckiger Siegelring aus massivem Sterlingsilber, mit glatter Platte zum Gravieren. Eine 12-mm-Quadratplatte, poliert, auf einem massiven Ring. Die Gravur ist kostenlos und dauert drei Tage.","Ein eckiger Siegelring aus massivem Sterlingsilber, mit glatter Platte zum Gravieren."
,,,,it,Anello chevalier Halden,,,,,,"Un anello chevalier quadrato in argento sterling massiccio, con piano liscio da incidere. Piano quadrato da 12 mm, lucido, su una fascia piena. L'incisione è gratuita e richiede tre giorni.","Un anello chevalier quadrato in argento sterling massiccio, con piano liscio da incidere."
A-HOOP-EAR,base,Default Category,Fashion/Accessories/Jewelry,,Bruma Sol hoops,65,1,4,2,1,"Medium hammered hoop earrings in gold-plated brass. Thirty millimetre hoops with a hinged closure, plated in 18 karat gold. Sold as a pair.",Medium hammered hoop earrings in gold-plated brass.
,,,,,,,,,,,,
