sku,_attribute_set,_type,_product_websites,_root_category,_category,name,price,special_price,status,visibility,tax_class_id,weight,description,short_description,qty,is_in_stock,color,brand,connectivity,storage,_media_image,image,small_image,thumbnail,url_key,_super_products_sku,_super_attribute_code,_super_attribute_option,_associated_sku,_associated_default_qty,_associated_position
E-SD-CARD-256-GB,Electronics,simple,electronics,Electronics,,Voltline SD card 256 GB,49,,1,1,2,1,A V90 SD card for 8K video and fast bursts. Two hundred and fifty-six gigabytes with sustained writes for 8K video. Rated for ten thousand insertions.,A V90 SD card for 8K video and fast bursts.,49,1,Black,Voltline,,256 GB,e-sd-card.webp,e-sd-card.webp,e-sd-card.webp,e-sd-card.webp,voltline-sd-card-256-gb,,,,,,
E-SD-CARD-512-GB,Electronics,simple,electronics,Electronics,,Voltline SD card 512 GB,49,,1,1,2,1,A V90 SD card for 8K video and fast bursts. Two hundred and fifty-six gigabytes with sustained writes for 8K video. Rated for ten thousand insertions.,A V90 SD card for 8K video and fast bursts.,29,1,Black,Voltline,,512 GB,e-sd-card.webp,e-sd-card.webp,e-sd-card.webp,e-sd-card.webp,voltline-sd-card-512-gb,,,,,,
E-SD-CARD,Electronics,configurable,electronics,Electronics,Cameras,Voltline SD card,49,,1,4,2,1,A V90 SD card for 8K video and fast bursts. Two hundred and fifty-six gigabytes with sustained writes for 8K video. Rated for ten thousand insertions.,A V90 SD card for 8K video and fast bursts.,0,1,Black,Voltline,,,e-sd-card.webp,e-sd-card.webp,e-sd-card.webp,e-sd-card.webp,voltline-sd-card,E-SD-CARD-128-GB,storage,128 GB,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,E-SD-CARD-256-GB,storage,256 GB,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,E-SD-CARD-512-GB,storage,512 GB,,,
,,,,Electronics,Accessories,,,,,,,,,,,,,,,,,,,,,,,,,,
E-SMART-BULB,Electronics,simple,electronics,Electronics,Smart Home,Orbit Labs smart bulb,24,,1,4,2,1,"A colour smart bulb that works over your local network. No account. Set the colour and the schedule from the hub, with no cloud and no account. Works with a normal switch too.",A colour smart bulb that works over your local network.,46,1,White,Orbit Labs,Wi-Fi,,e-smart-bulb.webp,e-smart-bulb.webp,e-smart-bulb.webp,e-smart-bulb.webp,orbit-labs-smart-bulb,,,,,,
E-SMART-PLUG,Electronics,simple,electronics,Electronics,Smart Home,Orbit Labs smart plug,19,,1,4,2,1,"A compact plug with energy metering and a physical button. It reports watts and kilowatt hours, and the button works when the network is down. Rated for a heater.",A compact plug with energy metering and a physical button.,50,1,White,Orbit Labs,Wi-Fi,,e-smart-plug.webp,e-smart-plug.webp,e-smart-plug.webp,e-smart-plug.webp,orbit-labs-smart-plug,,,,,,
E-SMART-SPEAKER-GREY,Electronics,simple,electronics,Electronics,,Nimbus Home speaker Grey,129,,1,1,2,1,"A room-filling speaker with local voice control and a mute switch that cuts power to the mics. Voice commands are processed in the room, not on a server. The mute switch is a physical cut, not a request.",A room-filling speaker with local voice control and a mute switch that cuts power to the mics.,12,1,Grey,Nimbus,Wi-Fi|Bluetooth,,e-smart-speaker-grey.webp,e-smart-speaker-grey.webp,e-smart-speaker-grey.webp,e-smart-speaker-grey.webp,nimbus-home-speaker-grey,,,,,,
E-SMART-SPEAKER-CHARCOAL,Electronics,simple,electronics,Electronics,,Nimbus Home speaker Charcoal,129,,1,1,2,1,"A room-filling speaker with local voice control and a mute switch that cuts power to the mics. Voice commands are processed in the room, not on a server. The mute switch is a physical cut, not a request.",A room-filling speaker with local voice control and a mute switch that cuts power to the mics.,32,1,Charcoal,Nimbus,Wi-Fi|Bluetooth,,e-smart-speaker-charcoal.webp,e-smart-speaker-charcoal.webp,e-smart-speaker-charcoal.webp,e-smart-speaker-charcoal.webp,nimbus-home-speaker-charcoal,,,,,,
E-SMART-SPEAKER,Electronics,configurable,electronics,Electronics,Smart Home,Nimbus Home speaker,129,,1,4,2,1,"A room-filling speaker with local voice control and a mute switch that cuts power to the mics. Voice commands are processed in the room, not on a server. The mute switch is a physical cut, not a request.",A room-filling speaker with local voice control and a mute switch that cuts power to the mics.,0,1,,Nimbus,Wi-Fi|Bluetooth,,e-smart-speaker-grey.webp,e-smart-speaker-grey.webp,e-smart-speaker-grey.webp,e-smart-speaker-grey.webp,nimbus-home-speaker,E-SMART-SPEAKER-GREY,color,Grey,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,E-SMART-SPEAKER-CHARCOAL,color,Charcoal,,,
,,,,Electronics,Audio,,,,,,,,,,,,,,,,,,,,,,,,,,
E-DOORBELL,Electronics,simple,electronics,Electronics,Smart Home,Orbit Labs video doorbell,149,,1,4,2,1,"A wired doorbell camera that records to a card in your home, not a cloud. Wired to the existing chime, recording to a card behind the unit. Notifications come from your own hub.","A wired doorbell camera that records to a card in your home, not a cloud.",58,1,Black,Orbit Labs,Wi-Fi,,e-doorbell.webp,e-doorbell.webp,e-doorbell.webp,e-doorbell.webp,orbit-labs-video-doorbell,,,,,,
E-THERMOSTAT,Electronics,simple,electronics,Electronics,Smart Home,Orbit Labs thermostat,179,,1,4,2,1,"A learning thermostat with a rotary dial and an e-paper display. Turn the dial to set the temperature and it learns the rest. Runs on the hub, no cloud.",A learning thermostat with a rotary dial and an e-paper display.,57,1,White,Orbit Labs,Wi-Fi,,e-thermostat.webp,e-thermostat.webp,e-thermostat.webp,e-thermostat.webp,orbit-labs-thermostat,,,,,,
E-SENSOR-KIT,Electronics,simple,electronics,Electronics,Smart Home,Orbit Labs sensor kit,69,,1,4,2,1,"Four door sensors and two motion sensors, batteries included. Stick the sensors on doors and shelves, pair them with the hub, and the batteries last two years.","Four door sensors and two motion sensors, batteries included.",18,1,White,Orbit Labs,Wi-Fi,,e-sensor-kit.webp,e-sensor-kit.webp,e-sensor-kit.webp,e-sensor-kit.webp,orbit-labs-sensor-kit,,,,,,
E-HUB,Electronics,simple,electronics,Electronics,Smart Home,Orbit Labs home hub,99,,1,4,2,1,"The hub that runs your home on your own network, with Zigbee and Thread. It speaks Zigbee, Thread and Wi-Fi, stores its data on the device, and updates when you say so.","The hub that runs your home on your own network, with Zigbee and Thread.",35,1,White,Orbit Labs,Wi-Fi|USB-C,,e-hub.webp,e-hub.webp,e-hub.webp,e-hub.webp,orbit-labs-home-hub,,,,,,
E-WATCH-BLACK,Electronics,simple,electronics,Electronics,,Voltline Watch Black,299,,1,1,2,1,"A smart watch with a sapphire glass face, a week of battery and offline maps. Heart rate, sleep, GPS routes and offline maps, on a battery that lasts seven days. The face is sapphire.","A smart watch with a sapphire glass face, a week of battery and offline maps.",15,1,Black,Voltline,Bluetooth|Wi-Fi,,e-watch-black.webp,e-watch-black.webp,e-watch-black.webp,e-watch-black.webp,voltline-watch-black,,,,,,
E-WATCH-SILVER,Electronics,simple,electronics,Electronics,,Voltline Watch Silver,299,,1,1,2,1,"A smart watch with a sapphire glass face, a week of battery and offline maps. Heart rate, sleep, GPS routes and offline maps, on a battery that lasts seven days. The face is sapphire.","A smart watch with a sapphire glass face, a week of battery and offline maps.",27,1,Silver,Voltline,Bluetooth|Wi-Fi,,e-watch-silver.webp,e-watch-silver.webp,e-watch-silver.webp,e-watch-silver.webp,voltline-watch-silver,,,,,,
E-WATCH,Electronics,configurable,electronics,Electronics,Wearables,Voltline Watch,299,,1,4,2,1,"A smart watch with a sapphire glass face, a week of battery and offline maps. Heart rate, sleep, GPS routes and offline maps, on a battery that lasts seven days. The face is sapphire.","A smart watch with a sapphire glass face, a week of battery and offline maps.",0,1,,Voltline,Bluetooth|Wi-Fi,,e-watch-black.webp,e-watch-black.webp,e-watch-black.webp,e-watch-black.webp,voltline-watch,E-WATCH-BLACK,color,Black,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,E-WATCH-SILVER,color,Silver,,,
E-BAND-BLACK,Electronics,simple,electronics,Electronics,,Voltline Band Black,79,,1,1,2,1,"A slim tracker with sleep, heart rate and two weeks of battery. It weighs fourteen grams and tracks sleep, steps and heart rate for two weeks between charges. The strap comes in three colours.","A slim tracker with sleep, heart rate and two weeks of battery.",22,1,Black,Voltline,Bluetooth,,e-band-black.webp,e-band-black.webp,e-band-black.webp,e-band-black.webp,voltline-band-black,,,,,,
E-BAND-BLUE,Electronics,simple,electronics,Electronics,,Voltline Band Blue,79,,1,1,2,1,"A slim tracker with sleep, heart rate and two weeks of battery. It weighs fourteen grams and tracks sleep, steps and heart rate for two weeks between charges. The strap comes in three colours.","A slim tracker with sleep, heart rate and two weeks of battery.",8,1,Blue,Voltline,Bluetooth,,e-band-blue.webp,e-band-blue.webp,e-band-blue.webp,e-band-blue.webp,voltline-band-blue,,,,,,
E-BAND-PINK,Electronics,simple,electronics,Electronics,,Voltline Band Pink,79,,1,1,2,1,"A slim tracker with sleep, heart rate and two weeks of battery. It weighs fourteen grams and tracks sleep, steps and heart rate for two weeks between charges. The strap comes in three colours.","A slim tracker with sleep, heart rate and two weeks of battery.",18,1,Pink,Voltline,Bluetooth,,e-band-pink.webp,e-band-pink.webp,e-band-pink.webp,e-band-pink.webp,voltline-band-pink,,,,,,
E-BAND,Electronics,configurable,electronics,Electronics,Wearables,Voltline Band,79,,1,4,2,1,"A slim tracker with sleep, heart rate and two weeks of battery. It weighs fourteen grams and tracks sleep, steps and heart rate for two weeks between charges. The strap comes in three colours.","A slim tracker with sleep, heart rate and two weeks of battery.",0,1,,Voltline,Bluetooth,,e-band-black.webp,e-band-black.webp,e-band-black.webp,e-band-black.webp,voltline-band,E-BAND-BLACK,color,Black,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,E-BAND-BLUE,color,Blue,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,E-BAND-PINK,color,Pink,,,
E-RING-SILVER,Electronics,simple,electronics,Electronics,,Voltline Ring Silver,249,,1,1,2,1,"A titanium sleep ring that lasts a week, no subscription. Sleep stages, resting heart rate and temperature from a ring you forget. Charge once a week.","A titanium sleep ring that lasts a week, no subscription.",17,1,Silver,Voltline,Bluetooth,,e-ring-silver.webp,e-ring-silver.webp,e-ring-silver.webp,e-ring-silver.webp,voltline-ring-silver,,,,,,
E-RING-BLACK,Electronics,simple,electronics,Electronics,,Voltline Ring Black,249,,1,1,2,1,"A titanium sleep ring that lasts a week, no subscription. Sleep stages, resting heart rate and temperature from a ring you forget. Charge once a week.","A titanium sleep ring that lasts a week, no subscription.",54,1,Black,Voltline,Bluetooth,,e-ring-black.webp,e-ring-black.webp,e-ring-black.webp,e-ring-black.webp,voltline-ring-black,,,,,,
E-RING,Electronics,configurable,electronics,Electronics,Wearables,Voltline Ring,249,,1,4,2,1,"A titanium sleep ring that lasts a week, no subscription. Sleep stages, resting heart rate and temperature from a ring you forget. Charge once a week.","A titanium sleep ring that lasts a week, no subscription.",0,1,,Voltline,Bluetooth,,e-ring-silver.webp,e-ring-silver.webp,e-ring-silver.webp,e-ring-silver.webp,voltline-ring,E-RING-SILVER,color,Silver,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,E-RING-BLACK,color,Black,,,
E-WATCH-STRAP-BROWN,Electronics,simple,electronics,Electronics,,Voltline leather watch strap Brown,39,,1,1,2,1,A vegetable-tanned leather strap with a quick-release pin. Full-grain leather that softens in a week. The quick-release pin swaps it in seconds.,A vegetable-tanned leather strap with a quick-release pin.,30,1,Brown,Voltline,,,e-watch-strap-brown.webp,e-watch-strap-brown.webp,e-watch-strap-brown.webp,e-watch-strap-brown.webp,voltline-leather-watch-strap-brown,,,,,,
E-WATCH-STRAP-BLACK,Electronics,simple,electronics,Electronics,,Voltline leather watch strap Black,39,,1,1,2,1,A vegetable-tanned leather strap with a quick-release pin. Full-grain leather that softens in a week. The quick-release pin swaps it in seconds.,A vegetable-tanned leather strap with a quick-release pin.,38,1,Black,Voltline,,,e-watch-strap-black.webp,e-watch-strap-black.webp,e-watch-strap-black.webp,e-watch-strap-black.webp,voltline-leather-watch-strap-black,,,,,,
E-WATCH-STRAP,Electronics,configurable,electronics,Electronics,Wearables,Voltline leather watch strap,39,,1,4,2,1,A vegetable-tanned leather strap with a quick-release pin. Full-grain leather that softens in a week. The quick-release pin swaps it in seconds.,A vegetable-tanned leather strap with a quick-release pin.,0,1,,Voltline,,,e-watch-strap-brown.webp,e-watch-strap-brown.webp,e-watch-strap-brown.webp,e-watch-strap-brown.webp,voltline-leather-watch-strap,E-WATCH-STRAP-BROWN,color,Brown,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,E-WATCH-STRAP-BLACK,color,Black,,,
,,,,Electronics,Accessories,,,,,,,,,,,,,,,,,,,,,,,,,,
E-CHARGER-65,Electronics,simple,electronics,Electronics,Accessories,Voltline 65 W charger,49,,1,4,2,1,"A GaN charger with two USB-C ports, small enough to lose. Charges a laptop and a phone at once, from a plug the size of a matchbox. Foldable prongs.","A GaN charger with two USB-C ports, small enough to lose.",26,1,White,Voltline,USB-C,,e-charger-65.webp,e-charger-65.webp,e-charger-65.webp,e-charger-65.webp,voltline-65-w-charger,,,,,,
E-CABLE-C-BLACK,Electronics,simple,electronics,Electronics,,Voltline braided USB-C cable Black,19,,1,1,2,1,"A 2 m braided cable for 240 W charging and 40 Gbps data. Two metres of braided nylon, rated for the fastest laptops and displays. The connectors are aluminium.",A 2 m braided cable for 240 W charging and 40 Gbps data.,55,1,Black,Voltline,USB-C,,e-cable-c-black.webp,e-cable-c-black.webp,e-cable-c-black.webp,e-cable-c-black.webp,voltline-braided-usb-c-cable-black,,,,,,
E-CABLE-C-GREY,Electronics,simple,electronics,Electronics,,Voltline braided USB-C cable Grey,19,,1,1,2,1,"A 2 m braided cable for 240 W charging and 40 Gbps data. Two metres of braided nylon, rated for the fastest laptops and displays. The connectors are aluminium.",A 2 m braided cable for 240 W charging and 40 Gbps data.,56,1,Grey,Voltline,USB-C,,e-cable-c-grey.webp,e-cable-c-grey.webp,e-cable-c-grey.webp,e-cable-c-grey.webp,voltline-braided-usb-c-cable-grey,,,,,,
E-CABLE-C,Electronics,configurable,electronics,Electronics,Accessories,Voltline braided USB-C cable,19,,1,4,2,1,"A 2 m braided cable for 240 W charging and 40 Gbps data. Two metres of braided nylon, rated for the fastest laptops and displays. The connectors are aluminium.",A 2 m braided cable for 240 W charging and 40 Gbps data.,0,1,,Voltline,USB-C,,e-cable-c-black.webp,e-cable-c-black.webp,e-cable-c-black.webp,e-cable-c-black.webp,voltline-braided-usb-c-cable,E-CABLE-C-BLACK,color,Black,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,E-CABLE-C-GREY,color,Grey,,,
E-POWERBANK,Electronics,simple,electronics,Electronics,Accessories,Voltline 20000 power bank,69,,1,4,2,1,"A 20000 mAh power bank with 65 W output and a display. Enough for a laptop and two phone charges. The display shows the percentage, not a row of dots.",A 20000 mAh power bank with 65 W output and a display.,16,1,Charcoal,Voltline,USB-C,,e-powerbank.webp,e-powerbank.webp,e-powerbank.webp,e-powerbank.webp,voltline-20000-power-bank,,,,,,
E-LAPTOP-STAND,Electronics,simple,electronics,Electronics,Accessories,Tessera laptop stand,59,,1,4,2,1,An aluminium stand that raises the screen to eye height and folds flat. It lifts the screen to eye height for a straight neck and folds flat for a bag. Fits laptops up to 16 inches.,An aluminium stand that raises the screen to eye height and folds flat.,44,1,Silver,Tessera,,,e-laptop-stand.webp,e-laptop-stand.webp,e-laptop-stand.webp,e-laptop-stand.webp,tessera-laptop-stand,,,,,,
,,,,Electronics,Computing,,,,,,,,,,,,,,,,,,,,,,,,,,
E-DESK-MAT-GREY,Electronics,simple,electronics,Electronics,,Orbit Labs desk mat Grey,29,,1,1,2,1,"A felt and cork desk mat, 90 by 40 cm. Wool felt on top, cork underneath, no slipping. The keyboard and the mouse both fit with room to spare.","A felt and cork desk mat, 90 by 40 cm.",26,1,Grey,Orbit Labs,,,e-desk-mat-grey.webp,e-desk-mat-grey.webp,e-desk-mat-grey.webp,e-desk-mat-grey.webp,orbit-labs-desk-mat-grey,,,,,,
E-DESK-MAT-GREEN,Electronics,simple,electronics,Electronics,,Orbit Labs desk mat Green,29,,1,1,2,1,"A felt and cork desk mat, 90 by 40 cm. Wool felt on top, cork underneath, no slipping. The keyboard and the mouse both fit with room to spare.","A felt and cork desk mat, 90 by 40 cm.",15,1,Green,Orbit Labs,,,e-desk-mat-green.webp,e-desk-mat-green.webp,e-desk-mat-green.webp,e-desk-mat-green.webp,orbit-labs-desk-mat-green,,,,,,
E-DESK-MAT,Electronics,configurable,electronics,Electronics,Accessories,Orbit Labs desk mat,29,,1,4,2,1,"A felt and cork desk mat, 90 by 40 cm. Wool felt on top, cork underneath, no slipping. The keyboard and the mouse both fit with room to spare.","A felt and cork desk mat, 90 by 40 cm.",0,1,,Orbit Labs,,,e-desk-mat-grey.webp,e-desk-mat-grey.webp,e-desk-mat-grey.webp,e-desk-mat-grey.webp,orbit-labs-desk-mat,E-DESK-MAT-GREY,color,Grey,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,E-DESK-MAT-GREEN,color,Green,,,
E-PHONE-CASE-BLACK,Electronics,simple,electronics,Electronics,,Tessera phone case Black,34,,1,1,2,1,"A slim case in recycled polymer with a microfibre lining. Slim enough to keep the phone slim, grippy enough to survive a wet hand. Buttons stay clicky.",A slim case in recycled polymer with a microfibre lining.,19,1,Black,Tessera,,,e-phone-case-black.webp,e-phone-case-black.webp,e-phone-case-black.webp,e-phone-case-black.webp,tessera-phone-case-black,,,,,,
E-PHONE-CASE-BLUE,Electronics,simple,electronics,Electronics,,Tessera phone case Blue,34,,1,1,2,1,"A slim case in recycled polymer with a microfibre lining. Slim enough to keep the phone slim, grippy enough to survive a wet hand. Buttons stay clicky.",A slim case in recycled polymer with a microfibre lining.,48,1,Blue,Tessera,,,e-phone-case-blue.webp,e-phone-case-blue.webp,e-phone-case-blue.webp,e-phone-case-blue.webp,tessera-phone-case-blue,,,,,,
E-PHONE-CASE-GREEN,Electronics,simple,electronics,Electronics,,Tessera phone case Green,34,,1,1,2,1,"A slim case in recycled polymer with a microfibre lining. Slim enough to keep the phone slim, grippy enough to survive a wet hand. Buttons stay clicky.",A slim case in recycled polymer with a microfibre lining.,30,1,Green,Tessera,,,e-phone-case-green.webp,e-phone-case-green.webp,e-phone-case-green.webp,e-phone-case-green.webp,tessera-phone-case-green,,,,,,
E-PHONE-CASE,Electronics,configurable,electronics,Electronics,Accessories,Tessera phone case,34,,1,4,2,1,"A slim case in recycled polymer with a microfibre lining. Slim enough to keep the phone slim, grippy enough to survive a wet hand. Buttons stay clicky.",A slim case in recycled polymer with a microfibre lining.,0,1,,Tessera,,,e-phone-case-black.webp,e-phone-case-black.webp,e-phone-case-black.webp,e-phone-case-black.webp,tessera-phone-case,E-PHONE-CASE-BLACK,color,Black,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,E-PHONE-CASE-BLUE,color,Blue,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,E-PHONE-CASE-GREEN,color,Green,,,
E-SCREEN-CLEAN,Electronics,simple,electronics,Electronics,Accessories,Tessera screen cleaning kit,15,,1,4,2,1,"A spray, two cloths and a brush, for screens and lenses. Alcohol free, safe for coatings and lenses. One bottle cleans a year of screens.","A spray, two cloths and a brush, for screens and lenses.",58,1,Grey,Tessera,,,e-screen-clean.webp,e-screen-clean.webp,e-screen-clean.webp,e-screen-clean.webp,tessera-screen-cleaning-kit,,,,,,
E-DESK-KIT,Electronics,grouped,electronics,Electronics,Accessories,Home office kit,449,,1,4,2,1,"Keyboard, mouse, laptop stand and desk mat in one order. Everything for a clean desk in one box, at a saving. Keyboard, mouse, stand and mat.","Keyboard, mouse, laptop stand and desk mat in one order.",0,1,,Orbit Labs,,,e-desk-kit.webp,e-desk-kit.webp,e-desk-kit.webp,e-desk-kit.webp,home-office-kit,,,,E-KEYBOARD-BLACK,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E-MOUSE-BLACK,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E-LAPTOP-STAND,1,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E-DESK-MAT-GREY,1,4
,,,,Electronics,Computing,,,,,,,,,,,,,,,,,,,,,,,,,,
E-TRAVEL-KIT,Electronics,grouped,electronics,Electronics,Accessories,Travel charging kit,129,,1,4,2,1,"Charger, cable and power bank, packed in a zip pouch. Charger, cable and power bank in a pouch that fits a jacket pocket. Enough for a week away.","Charger, cable and power bank, packed in a zip pouch.",0,1,,Voltline,,,e-travel-kit.webp,e-travel-kit.webp,e-travel-kit.webp,e-travel-kit.webp,travel-charging-kit,,,,E-CHARGER-65,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E-CABLE-C-BLACK,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E-POWERBANK,1,3
