sku,_attribute_set,_type,_product_websites,_root_category,_category,name,price,special_price,status,visibility,tax_class_id,weight,description,short_description,qty,is_in_stock,material,stone,size,color,_media_image,image,small_image,thumbnail,url_key,_super_products_sku,_super_attribute_code,_super_attribute_option,_associated_sku,_associated_default_qty,_associated_position
J-EMERALD-PENDANT,Jewelry,simple,jewelry,Jewelry,Necklaces,Emerald drop pendant,340,,1,4,2,0.1,"A small pear-cut emerald in a gold bezel on a fine chain. The emerald is about 0.3 carat, set in 14 karat gold on a 42 cm chain. Each stone is a little different.",A small pear-cut emerald in a gold bezel on a fine chain.,11,1,14k gold,Emerald,,Emerald,j-emerald-pendant.webp,j-emerald-pendant.webp,j-emerald-pendant.webp,j-emerald-pendant.webp,emerald-drop-pendant,,,,,,
J-CURB-CHAIN,Jewelry,simple,jewelry,Jewelry,Necklaces,Curb chain,190,,1,4,2,0.1,"A 50 cm curb chain in sterling silver with a lobster clasp. A 4 mm curb link, solid sterling silver, with a substantial lobster clasp. Wear it alone.",A 50 cm curb chain in sterling silver with a lobster clasp.,57,1,Sterling silver,None,,Silver,j-curb-chain.webp,j-curb-chain.webp,j-curb-chain.webp,j-curb-chain.webp,curb-chain,,,,,,
J-LAYER-SET,Jewelry,grouped,jewelry,Jewelry,Necklaces,Layering set,250,,1,4,2,0.1,"The fine chain, the disc pendant and the pearl pendant, at three lengths. Three necklaces at 40, 45 and 50 cm so they sit apart. Cheaper than the three bought separately.","The fine chain, the disc pendant and the pearl pendant, at three lengths.",0,1,14k gold,Pearl,,Gold,j-layer-set.webp,j-layer-set.webp,j-layer-set.webp,j-layer-set.webp,layering-set,,,,J-CHAIN-FINE,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J-DISC-PENDANT,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J-PEARL-PENDANT,1,3
,,,,Jewelry,Gifts,,,,,,,,,,,,,,,,,,,,,,,,,,
J-HOOP-SMALL-YELLOW,Jewelry,simple,jewelry,Jewelry,,Small hoops Yellow,90,,1,1,2,0.1,"A 12 mm hoop in recycled gold with a hinged closure. A 1.5 mm wire with a hinge that clicks shut. 14 karat recycled gold, sold as a pair.",A 12 mm hoop in recycled gold with a hinged closure.,60,1,14k gold,None,,Gold,j-hoop-small-yellow.webp,j-hoop-small-yellow.webp,j-hoop-small-yellow.webp,j-hoop-small-yellow.webp,small-hoops-yellow,,,,,,
J-HOOP-SMALL-SILVER,Jewelry,simple,jewelry,Jewelry,,Small hoops Silver,90,,1,1,2,0.1,"A 12 mm hoop in recycled gold with a hinged closure. A 1.5 mm wire with a hinge that clicks shut. 14 karat recycled gold, sold as a pair.",A 12 mm hoop in recycled gold with a hinged closure.,51,1,14k gold,None,,Silver,j-hoop-small-silver.webp,j-hoop-small-silver.webp,j-hoop-small-silver.webp,j-hoop-small-silver.webp,small-hoops-silver,,,,,,
J-HOOP-SMALL-PINK,Jewelry,simple,jewelry,Jewelry,,Small hoops Pink,90,,1,1,2,0.1,"A 12 mm hoop in recycled gold with a hinged closure. A 1.5 mm wire with a hinge that clicks shut. 14 karat recycled gold, sold as a pair.",A 12 mm hoop in recycled gold with a hinged closure.,26,1,14k gold,None,,Rose Gold,j-hoop-small-pink.webp,j-hoop-small-pink.webp,j-hoop-small-pink.webp,j-hoop-small-pink.webp,small-hoops-pink,,,,,,
J-HOOP-SMALL,Jewelry,configurable,jewelry,Jewelry,Earrings,Small hoops,90,,1,4,2,0.1,"A 12 mm hoop in recycled gold with a hinged closure. A 1.5 mm wire with a hinge that clicks shut. 14 karat recycled gold, sold as a pair.",A 12 mm hoop in recycled gold with a hinged closure.,0,1,14k gold,None,,,j-hoop-small-yellow.webp,j-hoop-small-yellow.webp,j-hoop-small-yellow.webp,j-hoop-small-yellow.webp,small-hoops,J-HOOP-SMALL-YELLOW,color,Yellow,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,J-HOOP-SMALL-SILVER,color,Silver,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,J-HOOP-SMALL-PINK,color,Pink,,,
J-HOOP-LARGE,Jewelry,simple,jewelry,Jewelry,Earrings,Large hoops,140,,1,4,2,0.1,"A 30 mm hollow hoop, light enough for all day. A 3 mm hollow tube, so each hoop weighs under two grams. 14 karat gold, sold as a pair.","A 30 mm hollow hoop, light enough for all day.",11,1,Gold plated,None,,Gold,j-hoop-large.webp,j-hoop-large.webp,j-hoop-large.webp,j-hoop-large.webp,large-hoops,,,,,,
J-PEARL-STUD,Jewelry,simple,jewelry,Jewelry,Earrings,Pearl studs,80,,1,4,2,0.1,"Six millimetre freshwater pearls on gold posts. Round, white, matched pearls on 14 karat gold posts with butterfly backs. Sold as a pair.",Six millimetre freshwater pearls on gold posts.,48,1,Gold plated,Pearl,,White,j-pearl-stud.webp,j-pearl-stud.webp,j-pearl-stud.webp,j-pearl-stud.webp,pearl-studs,,,,,,
,,,,Jewelry,Gifts,,,,,,,,,,,,,,,,,,,,,,,,,,
J-DOT-STUD,Jewelry,simple,jewelry,Jewelry,Earrings,Dot studs,60,,1,4,2,0.1,"A 3 mm polished dot, the smallest stud we make. A polished sphere on a post, in 14 karat gold. For a second piercing or a first.","A 3 mm polished dot, the smallest stud we make.",54,1,14k gold,None,,Gold,j-dot-stud.webp,j-dot-stud.webp,j-dot-stud.webp,j-dot-stud.webp,dot-studs,,,,,,
J-DIAMOND-STUD,Jewelry,simple,jewelry,Jewelry,Earrings,Diamond studs,420,,1,4,2,0.1,"Two 0.15 carat diamonds in a four-claw setting. Round brilliant diamonds, G colour, VS clarity, in 14 karat gold. Sold as a pair with a certificate.",Two 0.15 carat diamonds in a four-claw setting.,59,1,14k gold,Diamond,,Gold,j-diamond-stud.webp,j-diamond-stud.webp,j-diamond-stud.webp,j-diamond-stud.webp,diamond-studs,,,,,,
,,,,Jewelry,Engagement,,,,,,,,,,,,,,,,,,,,,,,,,,
J-DROP-TOPAZ,Jewelry,simple,jewelry,Jewelry,Earrings,Topaz drops,160,,1,4,2,0.1,Pear-cut blue topaz on short gold hooks. Eight millimetre pear cuts on 14 karat gold hooks. They swing when you turn your head.,Pear-cut blue topaz on short gold hooks.,31,1,14k gold,Topaz,,Blue,j-drop-topaz.webp,j-drop-topaz.webp,j-drop-topaz.webp,j-drop-topaz.webp,topaz-drops,,,,,,
J-THREADER,Jewelry,simple,jewelry,Jewelry,Earrings,Chain threaders,110,,1,4,2,0.1,"A 7 cm chain that threads through the ear and hangs free. A fine cable chain with a short bar that passes through the ear. 14 karat gold, sold as a pair.",A 7 cm chain that threads through the ear and hangs free.,38,1,14k gold,None,,Gold,j-threader.webp,j-threader.webp,j-threader.webp,j-threader.webp,chain-threaders,,,,,,
J-CUFF-HAMMER,Jewelry,simple,jewelry,Jewelry,Bracelets,Hammered cuff,170,,1,4,2,0.1,"An open cuff with a hammered face in sterling silver. A 10 mm wide cuff that bends gently to fit. Sterling silver, one size.",An open cuff with a hammered face in sterling silver.,56,1,Sterling silver,None,,Silver,j-cuff-hammer.webp,j-cuff-hammer.webp,j-cuff-hammer.webp,j-cuff-hammer.webp,hammered-cuff,,,,,,
J-CHAIN-BRACELET,Jewelry,simple,jewelry,Jewelry,Bracelets,Fine chain bracelet,95,,1,4,2,0.1,A 17 cm fine chain with a 2 cm extender. A 1 mm cable chain in 14 karat gold with a spring clasp. Fits wrists from 15 to 19 cm.,A 17 cm fine chain with a 2 cm extender.,59,1,14k gold,None,,Gold,j-chain-bracelet.webp,j-chain-bracelet.webp,j-chain-bracelet.webp,j-chain-bracelet.webp,fine-chain-bracelet,,,,,,
,,,,Jewelry,Gifts,,,,,,,,,,,,,,,,,,,,,,,,,,
J-PEARL-BRACELET,Jewelry,simple,jewelry,Jewelry,Bracelets,Pearl bracelet,140,,1,4,2,0.1,"Small freshwater pearls on gold wire, with a toggle clasp. Five millimetre pearls on 14 karat gold wire, with a toggle you can close with one hand. 18 cm.","Small freshwater pearls on gold wire, with a toggle clasp.",35,1,Gold plated,Pearl,,White,j-pearl-bracelet.webp,j-pearl-bracelet.webp,j-pearl-bracelet.webp,j-pearl-bracelet.webp,pearl-bracelet,,,,,,
J-CORD-BRACELET-RED,Jewelry,simple,jewelry,Jewelry,,Silk cord bracelet Red,55,,1,1,2,0.1,"A {value} silk cord with a single gold bead, adjustable. A slider knot adjusts it to any wrist. The bead is 14 karat gold.","A {value} silk cord with a single gold bead, adjustable.",46,1,Gold plated,None,,Red,j-cord-bracelet-red.webp,j-cord-bracelet-red.webp,j-cord-bracelet-red.webp,j-cord-bracelet-red.webp,silk-cord-bracelet-red,,,,,,
J-CORD-BRACELET-BLUE-DARK,Jewelry,simple,jewelry,Jewelry,,Silk cord bracelet Blue Dark,55,,1,1,2,0.1,"A {value} silk cord with a single gold bead, adjustable. A slider knot adjusts it to any wrist. The bead is 14 karat gold.","A {value} silk cord with a single gold bead, adjustable.",48,1,Gold plated,None,,Blue Dark,j-cord-bracelet-blue-dark.webp,j-cord-bracelet-blue-dark.webp,j-cord-bracelet-blue-dark.webp,j-cord-bracelet-blue-dark.webp,silk-cord-bracelet-blue-dark,,,,,,
J-CORD-BRACELET-GREEN,Jewelry,simple,jewelry,Jewelry,,Silk cord bracelet Green,55,,1,1,2,0.1,"A {value} silk cord with a single gold bead, adjustable. A slider knot adjusts it to any wrist. The bead is 14 karat gold.","A {value} silk cord with a single gold bead, adjustable.",51,1,Gold plated,None,,Emerald,j-cord-bracelet-green.webp,j-cord-bracelet-green.webp,j-cord-bracelet-green.webp,j-cord-bracelet-green.webp,silk-cord-bracelet-green,,,,,,
J-CORD-BRACELET,Jewelry,configurable,jewelry,Jewelry,Bracelets,Silk cord bracelet,55,,1,4,2,0.1,"A {value} silk cord with a single gold bead, adjustable. A slider knot adjusts it to any wrist. The bead is 14 karat gold.","A {value} silk cord with a single gold bead, adjustable.",0,1,Gold plated,None,,,j-cord-bracelet-red.webp,j-cord-bracelet-red.webp,j-cord-bracelet-red.webp,j-cord-bracelet-red.webp,silk-cord-bracelet,J-CORD-BRACELET-RED,color,Red,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,J-CORD-BRACELET-BLUE-DARK,color,Blue Dark,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,J-CORD-BRACELET-GREEN,color,Green,,,
,,,,Jewelry,Gifts,,,,,,,,,,,,,,,,,,,,,,,,,,
J-BANGLE,Jewelry,simple,jewelry,Jewelry,Bracelets,Round bangle,210,,1,4,2,0.1,"A solid 3 mm round bangle in recycled gold. Solid 14 karat recycled gold, 65 mm inside. It slides over the hand.",A solid 3 mm round bangle in recycled gold.,21,1,14k gold,None,,Gold,j-bangle.webp,j-bangle.webp,j-bangle.webp,j-bangle.webp,round-bangle,,,,,,
J-ID-BRACELET,Jewelry,simple,jewelry,Jewelry,Bracelets,ID bracelet,160,,1,4,2,0.1,"A curb chain with a plain plate for engraving, in silver. A 4 mm curb chain with a 30 mm plate, in sterling silver. Engraving is free and takes three days.","A curb chain with a plain plate for engraving, in silver.",29,1,Sterling silver,None,,Silver,j-id-bracelet.webp,j-id-bracelet.webp,j-id-bracelet.webp,j-id-bracelet.webp,id-bracelet,,,,,,
J-SOLITAIRE-48,Jewelry,simple,jewelry,Jewelry,,Classic solitaire 48,1900,,1,1,2,0.1,"A 0.5 carat round diamond in a six-claw setting on a slim gold band. A round brilliant diamond, G colour, VS clarity, with a certificate. Made in 14 or 18 karat gold, in your size.",A 0.5 carat round diamond in a six-claw setting on a slim gold band.,37,1,14k gold,Diamond,48,Gold,j-solitaire.webp,j-solitaire.webp,j-solitaire.webp,j-solitaire.webp,classic-solitaire-48,,,,,,
J-SOLITAIRE-50,Jewelry,simple,jewelry,Jewelry,,Classic solitaire 50,1900,,1,1,2,0.1,"A 0.5 carat round diamond in a six-claw setting on a slim gold band. A round brilliant diamond, G colour, VS clarity, with a certificate. Made in 14 or 18 karat gold, in your size.",A 0.5 carat round diamond in a six-claw setting on a slim gold band.,17,1,14k gold,Diamond,50,Gold,j-solitaire.webp,j-solitaire.webp,j-solitaire.webp,j-solitaire.webp,classic-solitaire-50,,,,,,
J-SOLITAIRE-52,Jewelry,simple,jewelry,Jewelry,,Classic solitaire 52,1900,,1,1,2,0.1,"A 0.5 carat round diamond in a six-claw setting on a slim gold band. A round brilliant diamond, G colour, VS clarity, with a certificate. Made in 14 or 18 karat gold, in your size.",A 0.5 carat round diamond in a six-claw setting on a slim gold band.,48,1,14k gold,Diamond,52,Gold,j-solitaire.webp,j-solitaire.webp,j-solitaire.webp,j-solitaire.webp,classic-solitaire-52,,,,,,
J-SOLITAIRE-54,Jewelry,simple,jewelry,Jewelry,,Classic solitaire 54,1900,,1,1,2,0.1,"A 0.5 carat round diamond in a six-claw setting on a slim gold band. A round brilliant diamond, G colour, VS clarity, with a certificate. Made in 14 or 18 karat gold, in your size.",A 0.5 carat round diamond in a six-claw setting on a slim gold band.,13,1,14k gold,Diamond,54,Gold,j-solitaire.webp,j-solitaire.webp,j-solitaire.webp,j-solitaire.webp,classic-solitaire-54,,,,,,
J-SOLITAIRE-56,Jewelry,simple,jewelry,Jewelry,,Classic solitaire 56,1900,,1,1,2,0.1,"A 0.5 carat round diamond in a six-claw setting on a slim gold band. A round brilliant diamond, G colour, VS clarity, with a certificate. Made in 14 or 18 karat gold, in your size.",A 0.5 carat round diamond in a six-claw setting on a slim gold band.,53,1,14k gold,Diamond,56,Gold,j-solitaire.webp,j-solitaire.webp,j-solitaire.webp,j-solitaire.webp,classic-solitaire-56,,,,,,
J-SOLITAIRE-58,Jewelry,simple,jewelry,Jewelry,,Classic solitaire 58,1900,,1,1,2,0.1,"A 0.5 carat round diamond in a six-claw setting on a slim gold band. A round brilliant diamond, G colour, VS clarity, with a certificate. Made in 14 or 18 karat gold, in your size.",A 0.5 carat round diamond in a six-claw setting on a slim gold band.,46,1,14k gold,Diamond,58,Gold,j-solitaire.webp,j-solitaire.webp,j-solitaire.webp,j-solitaire.webp,classic-solitaire-58,,,,,,
J-SOLITAIRE,Jewelry,configurable,jewelry,Jewelry,Engagement,Classic solitaire,1900,,1,4,2,0.1,"A 0.5 carat round diamond in a six-claw setting on a slim gold band. A round brilliant diamond, G colour, VS clarity, with a certificate. Made in 14 or 18 karat gold, in your size.",A 0.5 carat round diamond in a six-claw setting on a slim gold band.,0,1,14k gold,Diamond,,Gold,j-solitaire.webp,j-solitaire.webp,j-solitaire.webp,j-solitaire.webp,classic-solitaire,J-SOLITAIRE-48,size,48,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,J-SOLITAIRE-50,size,50,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,J-SOLITAIRE-52,size,52,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,J-SOLITAIRE-54,size,54,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,J-SOLITAIRE-56,size,56,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,J-SOLITAIRE-58,size,58,,,
J-HALO-48,Jewelry,simple,jewelry,Jewelry,,Halo ring 48,2400,,1,1,2,0.1,"A 0.4 carat centre stone with a halo of small diamonds. The halo makes the centre stone look larger without adding height. 14 or 18 karat gold, in your size.",A 0.4 carat centre stone with a halo of small diamonds.,41,1,14k gold,Diamond,48,Silver,j-halo.webp,j-halo.webp,j-halo.webp,j-halo.webp,halo-ring-48,,,,,,
J-HALO-50,Jewelry,simple,jewelry,Jewelry,,Halo ring 50,2400,,1,1,2,0.1,"A 0.4 carat centre stone with a halo of small diamonds. The halo makes the centre stone look larger without adding height. 14 or 18 karat gold, in your size.",A 0.4 carat centre stone with a halo of small diamonds.,41,1,14k gold,Diamond,50,Silver,j-halo.webp,j-halo.webp,j-halo.webp,j-halo.webp,halo-ring-50,,,,,,
J-HALO-52,Jewelry,simple,jewelry,Jewelry,,Halo ring 52,2400,,1,1,2,0.1,"A 0.4 carat centre stone with a halo of small diamonds. The halo makes the centre stone look larger without adding height. 14 or 18 karat gold, in your size.",A 0.4 carat centre stone with a halo of small diamonds.,58,1,14k gold,Diamond,52,Silver,j-halo.webp,j-halo.webp,j-halo.webp,j-halo.webp,halo-ring-52,,,,,,
J-HALO-54,Jewelry,simple,jewelry,Jewelry,,Halo ring 54,2400,,1,1,2,0.1,"A 0.4 carat centre stone with a halo of small diamonds. The halo makes the centre stone look larger without adding height. 14 or 18 karat gold, in your size.",A 0.4 carat centre stone with a halo of small diamonds.,18,1,14k gold,Diamond,54,Silver,j-halo.webp,j-halo.webp,j-halo.webp,j-halo.webp,halo-ring-54,,,,,,
J-HALO-56,Jewelry,simple,jewelry,Jewelry,,Halo ring 56,2400,,1,1,2,0.1,"A 0.4 carat centre stone with a halo of small diamonds. The halo makes the centre stone look larger without adding height. 14 or 18 karat gold, in your size.",A 0.4 carat centre stone with a halo of small diamonds.,56,1,14k gold,Diamond,56,Silver,j-halo.webp,j-halo.webp,j-halo.webp,j-halo.webp,halo-ring-56,,,,,,
J-HALO-58,Jewelry,simple,jewelry,Jewelry,,Halo ring 58,2400,,1,1,2,0.1,"A 0.4 carat centre stone with a halo of small diamonds. The halo makes the centre stone look larger without adding height. 14 or 18 karat gold, in your size.",A 0.4 carat centre stone with a halo of small diamonds.,57,1,14k gold,Diamond,58,Silver,j-halo.webp,j-halo.webp,j-halo.webp,j-halo.webp,halo-ring-58,,,,,,
J-HALO,Jewelry,configurable,jewelry,Jewelry,Engagement,Halo ring,2400,,1,4,2,0.1,"A 0.4 carat centre stone with a halo of small diamonds. The halo makes the centre stone look larger without adding height. 14 or 18 karat gold, in your size.",A 0.4 carat centre stone with a halo of small diamonds.,0,1,14k gold,Diamond,,Silver,j-halo.webp,j-halo.webp,j-halo.webp,j-halo.webp,halo-ring,J-HALO-48,size,48,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,J-HALO-50,size,50,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,J-HALO-52,size,52,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,J-HALO-54,size,54,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,J-HALO-56,size,56,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,J-HALO-58,size,58,,,
J-SAPPHIRE-SOL-48,Jewelry,simple,jewelry,Jewelry,,Sapphire solitaire 48,1500,,1,1,2,0.1,"An oval blue sapphire in a bezel on a rose gold band. A 7 by 5 mm oval sapphire in a bezel that protects the stone. 14 karat rose gold, in your size.",An oval blue sapphire in a bezel on a rose gold band.,9,1,Rose gold,Sapphire,48,Rose Gold,j-sapphire-sol.webp,j-sapphire-sol.webp,j-sapphire-sol.webp,j-sapphire-sol.webp,sapphire-solitaire-48,,,,,,
J-SAPPHIRE-SOL-50,Jewelry,simple,jewelry,Jewelry,,Sapphire solitaire 50,1500,,1,1,2,0.1,"An oval blue sapphire in a bezel on a rose gold band. A 7 by 5 mm oval sapphire in a bezel that protects the stone. 14 karat rose gold, in your size.",An oval blue sapphire in a bezel on a rose gold band.,38,1,Rose gold,Sapphire,50,Rose Gold,j-sapphire-sol.webp,j-sapphire-sol.webp,j-sapphire-sol.webp,j-sapphire-sol.webp,sapphire-solitaire-50,,,,,,
J-SAPPHIRE-SOL-52,Jewelry,simple,jewelry,Jewelry,,Sapphire solitaire 52,1500,,1,1,2,0.1,"An oval blue sapphire in a bezel on a rose gold band. A 7 by 5 mm oval sapphire in a bezel that protects the stone. 14 karat rose gold, in your size.",An oval blue sapphire in a bezel on a rose gold band.,53,1,Rose gold,Sapphire,52,Rose Gold,j-sapphire-sol.webp,j-sapphire-sol.webp,j-sapphire-sol.webp,j-sapphire-sol.webp,sapphire-solitaire-52,,,,,,
J-SAPPHIRE-SOL-54,Jewelry,simple,jewelry,Jewelry,,Sapphire solitaire 54,1500,,1,1,2,0.1,"An oval blue sapphire in a bezel on a rose gold band. A 7 by 5 mm oval sapphire in a bezel that protects the stone. 14 karat rose gold, in your size.",An oval blue sapphire in a bezel on a rose gold band.,22,1,Rose gold,Sapphire,54,Rose Gold,j-sapphire-sol.webp,j-sapphire-sol.webp,j-sapphire-sol.webp,j-sapphire-sol.webp,sapphire-solitaire-54,,,,,,
J-SAPPHIRE-SOL-56,Jewelry,simple,jewelry,Jewelry,,Sapphire solitaire 56,1500,,1,1,2,0.1,"An oval blue sapphire in a bezel on a rose gold band. A 7 by 5 mm oval sapphire in a bezel that protects the stone. 14 karat rose gold, in your size.",An oval blue sapphire in a bezel on a rose gold band.,40,1,Rose gold,Sapphire,56,Rose Gold,j-sapphire-sol.webp,j-sapphire-sol.webp,j-sapphire-sol.webp,j-sapphire-sol.webp,sapphire-solitaire-56,,,,,,
J-SAPPHIRE-SOL-58,Jewelry,simple,jewelry,Jewelry,,Sapphire solitaire 58,1500,,1,1,2,0.1,"An oval blue sapphire in a bezel on a rose gold band. A 7 by 5 mm oval sapphire in a bezel that protects the stone. 14 karat rose gold, in your size.",An oval blue sapphire in a bezel on a rose gold band.,57,1,Rose gold,Sapphire,58,Rose Gold,j-sapphire-sol.webp,j-sapphire-sol.webp,j-sapphire-sol.webp,j-sapphire-sol.webp,sapphire-solitaire-58,,,,,,
J-SAPPHIRE-SOL,Jewelry,configurable,jewelry,Jewelry,Engagement,Sapphire solitaire,1500,,1,4,2,0.1,"An oval blue sapphire in a bezel on a rose gold band. A 7 by 5 mm oval sapphire in a bezel that protects the stone. 14 karat rose gold, in your size.",An oval blue sapphire in a bezel on a rose gold band.,0,1,Rose gold,Sapphire,,Rose Gold,j-sapphire-sol.webp,j-sapphire-sol.webp,j-sapphire-sol.webp,j-sapphire-sol.webp,sapphire-solitaire,J-SAPPHIRE-SOL-48,size,48,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,J-SAPPHIRE-SOL-50,size,50,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,J-SAPPHIRE-SOL-52,size,52,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,J-SAPPHIRE-SOL-54,size,54,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,J-SAPPHIRE-SOL-56,size,56,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,J-SAPPHIRE-SOL-58,size,58,,,
J-VINTAGE-48,Jewelry,simple,jewelry,Jewelry,,Vintage cluster 48,2100,,1,1,2,0.1,"A daisy cluster of seven small diamonds in a vintage setting. Seven small diamonds in a milgrain setting, about 0.35 carat in total. 14 karat gold, in your size.",A daisy cluster of seven small diamonds in a vintage setting.,42,1,14k gold,Diamond,48,Gold,j-vintage.webp,j-vintage.webp,j-vintage.webp,j-vintage.webp,vintage-cluster-48,,,,,,
J-VINTAGE-50,Jewelry,simple,jewelry,Jewelry,,Vintage cluster 50,2100,,1,1,2,0.1,"A daisy cluster of seven small diamonds in a vintage setting. Seven small diamonds in a milgrain setting, about 0.35 carat in total. 14 karat gold, in your size.",A daisy cluster of seven small diamonds in a vintage setting.,21,1,14k gold,Diamond,50,Gold,j-vintage.webp,j-vintage.webp,j-vintage.webp,j-vintage.webp,vintage-cluster-50,,,,,,
J-VINTAGE-52,Jewelry,simple,jewelry,Jewelry,,Vintage cluster 52,2100,,1,1,2,0.1,"A daisy cluster of seven small diamonds in a vintage setting. Seven small diamonds in a milgrain setting, about 0.35 carat in total. 14 karat gold, in your size.",A daisy cluster of seven small diamonds in a vintage setting.,49,1,14k gold,Diamond,52,Gold,j-vintage.webp,j-vintage.webp,j-vintage.webp,j-vintage.webp,vintage-cluster-52,,,,,,
J-VINTAGE-54,Jewelry,simple,jewelry,Jewelry,,Vintage cluster 54,2100,,1,1,2,0.1,"A daisy cluster of seven small diamonds in a vintage setting. Seven small diamonds in a milgrain setting, about 0.35 carat in total. 14 karat gold, in your size.",A daisy cluster of seven small diamonds in a vintage setting.,59,1,14k gold,Diamond,54,Gold,j-vintage.webp,j-vintage.webp,j-vintage.webp,j-vintage.webp,vintage-cluster-54,,,,,,
J-VINTAGE-56,Jewelry,simple,jewelry,Jewelry,,Vintage cluster 56,2100,,1,1,2,0.1,"A daisy cluster of seven small diamonds in a vintage setting. Seven small diamonds in a milgrain setting, about 0.35 carat in total. 14 karat gold, in your size.",A daisy cluster of seven small diamonds in a vintage setting.,26,1,14k gold,Diamond,56,Gold,j-vintage.webp,j-vintage.webp,j-vintage.webp,j-vintage.webp,vintage-cluster-56,,,,,,
J-VINTAGE-58,Jewelry,simple,jewelry,Jewelry,,Vintage cluster 58,2100,,1,1,2,0.1,"A daisy cluster of seven small diamonds in a vintage setting. Seven small diamonds in a milgrain setting, about 0.35 carat in total. 14 karat gold, in your size.",A daisy cluster of seven small diamonds in a vintage setting.,27,1,14k gold,Diamond,58,Gold,j-vintage.webp,j-vintage.webp,j-vintage.webp,j-vintage.webp,vintage-cluster-58,,,,,,
J-VINTAGE,Jewelry,configurable,jewelry,Jewelry,Engagement,Vintage cluster,2100,,1,4,2,0.1,"A daisy cluster of seven small diamonds in a vintage setting. Seven small diamonds in a milgrain setting, about 0.35 carat in total. 14 karat gold, in your size.",A daisy cluster of seven small diamonds in a vintage setting.,0,1,14k gold,Diamond,,Gold,j-vintage.webp,j-vintage.webp,j-vintage.webp,j-vintage.webp,vintage-cluster,J-VINTAGE-48,size,48,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,J-VINTAGE-50,size,50,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,J-VINTAGE-52,size,52,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,J-VINTAGE-54,size,54,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,J-VINTAGE-56,size,56,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,J-VINTAGE-58,size,58,,,
J-WEDDING-BAND-48,Jewelry,simple,jewelry,Jewelry,,Court wedding band 48,380,,1,1,2,0.1,"A 2.5 mm court-profile band in recycled gold. Rounded inside and out, so it sits easily on the finger. 14 or 18 karat gold, in your size.",A 2.5 mm court-profile band in recycled gold.,17,1,14k gold,None,48,Gold,j-wedding-band.webp,j-wedding-band.webp,j-wedding-band.webp,j-wedding-band.webp,court-wedding-band-48,,,,,,
J-WEDDING-BAND-50,Jewelry,simple,jewelry,Jewelry,,Court wedding band 50,380,,1,1,2,0.1,"A 2.5 mm court-profile band in recycled gold. Rounded inside and out, so it sits easily on the finger. 14 or 18 karat gold, in your size.",A 2.5 mm court-profile band in recycled gold.,56,1,14k gold,None,50,Gold,j-wedding-band.webp,j-wedding-band.webp,j-wedding-band.webp,j-wedding-band.webp,court-wedding-band-50,,,,,,
J-WEDDING-BAND-52,Jewelry,simple,jewelry,Jewelry,,Court wedding band 52,380,,1,1,2,0.1,"A 2.5 mm court-profile band in recycled gold. Rounded inside and out, so it sits easily on the finger. 14 or 18 karat gold, in your size.",A 2.5 mm court-profile band in recycled gold.,11,1,14k gold,None,52,Gold,j-wedding-band.webp,j-wedding-band.webp,j-wedding-band.webp,j-wedding-band.webp,court-wedding-band-52,,,,,,
J-WEDDING-BAND-54,Jewelry,simple,jewelry,Jewelry,,Court wedding band 54,380,,1,1,2,0.1,"A 2.5 mm court-profile band in recycled gold. Rounded inside and out, so it sits easily on the finger. 14 or 18 karat gold, in your size.",A 2.5 mm court-profile band in recycled gold.,30,1,14k gold,None,54,Gold,j-wedding-band.webp,j-wedding-band.webp,j-wedding-band.webp,j-wedding-band.webp,court-wedding-band-54,,,,,,
J-WEDDING-BAND-56,Jewelry,simple,jewelry,Jewelry,,Court wedding band 56,380,,1,1,2,0.1,"A 2.5 mm court-profile band in recycled gold. Rounded inside and out, so it sits easily on the finger. 14 or 18 karat gold, in your size.",A 2.5 mm court-profile band in recycled gold.,52,1,14k gold,None,56,Gold,j-wedding-band.webp,j-wedding-band.webp,j-wedding-band.webp,j-wedding-band.webp,court-wedding-band-56,,,,,,
